problem,instance,status,cost,vehicles
CVRP,213,ok,24.1239077197,15
CVRP,214,ok,28.1118030407,16
CVRP,215,ok,22.3812879802,16
CVRP,216,ok,24.3635124341,16
CVRP,217,ok,26.6335490681,17
CVRP,218,ok,25.2725688541,15
CVRP,219,ok,22.2279990050,16
CVRP,220,ok,26.1268907224,17
CVRP,221,ok,26.6865422278,16
CVRP,222,ok,21.4997475522,16
CVRP,223,ok,27.8528435951,16
CVRP,224,ok,29.8781016477,16
CVRP,225,ok,29.8400072498,15
CVRP,226,ok,26.5098490135,16
CVRP,227,ok,22.8824029955,17
CVRP,228,ok,24.0677279820,16
CVRP,229,ok,25.7434384208,17
CVRP,230,ok,27.4426212258,15
CVRP,231,ok,25.4168449199,16
CVRP,232,ok,25.4813382130,16
CVRP,233,ok,25.2260447979,16
CVRP,234,ok,30.8785770343,16
CVRP,235,ok,28.2091555184,16
CVRP,236,ok,27.6278875627,16
CVRP,237,ok,21.4045392994,17
CVRP,238,ok,29.1639990900,17
CVRP,239,ok,25.1908664098,15
CVRP,240,ok,27.5843008534,17
CVRP,241,ok,21.4972192683,17
CVRP,242,ok,23.7041092527,15
CVRP,243,ok,25.8489364518,17
CVRP,244,ok,28.6905776453,16
CVRP,245,ok,23.2558829062,15
CVRP,246,ok,27.9393401187,17
CVRP,247,ok,24.4499941248,16
CVRP,248,ok,25.3490924551,17
CVRP,249,ok,26.6048628768,16
CVRP,250,ok,26.2541633587,18
CVRP,251,ok,29.8407904071,17
CVRP,252,ok,22.3938227719,17
CVRP,253,ok,29.9104481878,15
CVRP,254,ok,21.5461598288,17
CVRP,255,ok,22.7458247439,15
CVRP,256,ok,26.7645171905,15
CVRP,257,ok,25.1074036600,15
CVRP,258,ok,27.0841690660,15
CVRP,259,ok,24.7291406881,16
CVRP,260,ok,30.1219089606,17
CVRP,261,ok,25.8552012266,16
CVRP,262,ok,27.3455367458,16
CVRP,263,ok,24.0966038315,17
CVRP,264,ok,24.6572001027,14
CVRP,265,ok,24.5383075366,16
CVRP,266,ok,24.8987512068,17
CVRP,267,ok,20.8849924877,16
CVRP,268,ok,24.5523811420,16
CVRP,269,ok,27.8049045646,17
CVRP,270,ok,24.6957671737,16
CVRP,271,ok,21.9360311090,15
CVRP,272,ok,28.1870386628,16
CVRP,273,ok,26.9311679719,17
CVRP,274,ok,23.7029922375,17
CVRP,275,ok,24.3255877349,16
CVRP,276,ok,25.9746634893,19
CVRP,277,ok,26.3157541655,16
CVRP,278,ok,25.9967353093,16
CVRP,279,ok,23.0777047763,15
CVRP,280,ok,24.8801900810,16
CVRP,281,ok,28.5218208412,15
CVRP,282,ok,27.2487539377,16
CVRP,283,ok,30.2040453272,16
CVRP,284,ok,27.3332705782,18
CVRP,285,ok,21.6993306613,16
CVRP,286,ok,26.6285551013,15
CVRP,287,ok,23.7015669813,17
CVRP,288,ok,26.6277899493,15
CVRP,289,ok,22.7127107644,16
CVRP,290,ok,28.9333834812,16
CVRP,291,ok,25.2381808122,17
CVRP,292,ok,25.7383458227,17
CVRP,293,ok,25.9489577553,16
CVRP,294,ok,25.4159515525,15
CVRP,295,ok,21.7701545874,17
CVRP,296,ok,28.1383423387,14
CVRP,297,ok,24.6025616300,15
CVRP,298,ok,25.1492141094,16
CVRP,299,ok,28.9218927438,16
CVRP,300,ok,26.3826966427,16
CVRP,301,ok,24.0971867086,16
CVRP,302,ok,24.7368035935,15
CVRP,303,ok,21.3578694695,16
CVRP,304,ok,27.0921264399,15
CVRP,305,ok,30.8585556029,16
CVRP,306,ok,21.6521674783,16
CVRP,307,ok,23.2498688226,16
CVRP,308,ok,31.8230222682,16
CVRP,309,ok,27.9674806599,16
CVRP,310,ok,23.6075097461,16
CVRP,311,ok,28.7416836737,16
CVRP,312,ok,21.6916952450,15
CVRP,313,ok,24.0324680099,16
CVRP,314,ok,24.7912210494,16
CVRP,315,ok,29.8666194394,17
CVRP,316,ok,26.3065003179,16
CVRP,317,ok,25.0780133045,16
CVRP,318,ok,23.3986472631,16
CVRP,319,ok,26.1736019247,17
CVRP,320,ok,23.3500040585,17
CVRP,321,ok,21.7238571886,18
CVRP,322,ok,24.5104735838,15
CVRP,323,ok,24.3701584528,16
CVRP,324,ok,29.9463556794,16
CVRP,325,ok,27.8133949530,17
CVRP,326,ok,24.3278282002,17
CVRP,327,ok,26.2792604860,15
CVRP,328,ok,25.3396810573,16
CVRP,329,ok,29.5759745378,17
CVRP,330,ok,22.3208701234,16
CVRP,331,ok,26.4257623939,16
CVRP,332,ok,24.4381449669,16
CVRP,333,ok,27.2887946587,16
CVRP,334,ok,28.5879809431,16
CVRP,335,ok,26.6961769265,15
CVRP,336,ok,29.9798058928,15
CVRP,337,ok,23.8374050292,17
CVRP,338,ok,28.0274907393,16
CVRP,339,ok,27.5395923666,15
CVRP,340,ok,25.7912507930,16
CVRP,341,ok,29.1566961245,17
CVRP,342,ok,27.7520371932,16
CVRP,343,ok,24.3462406168,16
CVRP,344,ok,28.6013303632,15
CVRP,345,ok,27.8406596246,15
CVRP,346,ok,28.4852933253,15
CVRP,347,ok,23.8208490252,17
CVRP,348,ok,26.3573546105,16
CVRP,349,ok,23.6575554546,16
CVRP,350,ok,23.5684638467,18
CVRP,351,ok,26.5588835442,16
CVRP,352,ok,24.2464020017,16
CVRP,353,ok,25.4507149816,16
CVRP,354,ok,21.3326662845,17
CVRP,355,ok,23.8128087550,15
CVRP,356,ok,26.9870215484,16
CVRP,357,ok,21.3288630101,17
CVRP,358,ok,29.0981393027,16
CVRP,359,ok,22.4270356448,18
CVRP,360,ok,21.9319213669,16
CVRP,361,ok,27.2710430965,15
CVRP,362,ok,26.2927287060,16
CVRP,363,ok,24.9760927214,15
CVRP,364,ok,26.8775443703,18
CVRP,365,ok,25.4199892801,14
CVRP,366,ok,25.3587203333,16
CVRP,367,ok,22.0241426605,17
CVRP,368,ok,25.2755032192,16
CVRP,369,ok,28.6284314852,16
CVRP,370,ok,22.9083773151,16
CVRP,371,ok,22.0220715989,17
CVRP,372,ok,23.3342926182,15
CVRP,373,ok,25.9561596372,17
CVRP,374,ok,24.4777092521,16
CVRP,375,ok,26.7193850442,16
CVRP,376,ok,22.8025485822,17
CVRP,377,ok,27.9494454481,16
CVRP,378,ok,23.0374845413,16
CVRP,379,ok,22.8629789048,17
CVRP,380,ok,20.5183651888,16
CVRP,381,ok,24.8679461198,15
CVRP,382,ok,23.0230029970,16
CVRP,383,ok,25.6755383420,16
CVRP,384,ok,25.0225448932,15
CVRP,385,ok,23.6986022538,16
CVRP,386,ok,24.8057148370,16
CVRP,387,ok,25.2392530237,17
CVRP,388,ok,24.4917067368,15
CVRP,389,ok,27.1542994819,15
CVRP,390,ok,21.3638140938,15
CVRP,391,ok,22.5585709408,18
CVRP,392,ok,24.4175376307,15
CVRP,393,ok,26.0833003297,16
CVRP,394,ok,29.2115868317,15
CVRP,395,ok,21.1014288616,15
CVRP,396,ok,24.9966536000,18
CVRP,397,ok,26.3842590088,16
CVRP,398,ok,29.4806491399,16
CVRP,399,ok,26.1709549267,16
CVRP,400,ok,26.2244078626,16
CVRP,401,ok,21.8883184275,16
CVRP,402,ok,31.3430057456,16
CVRP,403,ok,22.7790671321,16
CVRP,404,ok,26.2113693508,15
CVRP,405,ok,23.3963932959,16
CVRP,406,ok,21.8705143387,17
CVRP,407,ok,25.5421169958,17
CVRP,408,ok,24.3044263310,16
CVRP,409,ok,27.6111860015,17
CVRP,410,ok,23.7654698603,16
CVRP,411,ok,25.3027753814,16
CVRP,412,ok,28.3316610042,16
CVRP,413,ok,28.1512143939,15
CVRP,414,ok,25.6413999109,16
CVRP,415,ok,24.8076796400,15
CVRP,416,ok,24.7243445400,16
CVRP,417,ok,24.4790879198,16
CVRP,418,ok,28.8308361713,15
CVRP,419,ok,24.4635090635,18
CVRP,420,ok,23.0856779203,19
CVRP,421,ok,25.0026265961,17
CVRP,422,ok,25.6142135489,16
CVRP,423,ok,28.1356772413,16
CVRP,424,ok,23.7427466912,17
CVRP,425,ok,20.2747983331,15
CVRP,426,ok,31.2158958981,16
CVRP,427,ok,31.1418506440,17
CVRP,428,ok,21.9573479726,16
CVRP,429,ok,27.9743532138,14
CVRP,430,ok,28.5550026951,16
CVRP,431,ok,25.5687772507,16
CVRP,432,ok,26.1228243812,16
CVRP,433,ok,23.2738935158,16
CVRP,434,ok,22.4172136938,17
CVRP,435,ok,28.8495743164,16
CVRP,436,ok,25.2442124376,16
CVRP,437,ok,22.7795392788,16
CVRP,438,ok,27.7960451237,17
CVRP,439,ok,25.6342248259,16
CVRP,440,ok,24.1698198694,16
CVRP,441,ok,26.1593242728,17
CVRP,442,ok,31.8958360598,16
CVRP,443,ok,25.5489972445,15
CVRP,444,ok,30.0357097210,15
CVRP,445,ok,24.8741398364,16
CVRP,446,ok,25.5275722543,15
CVRP,447,ok,27.0988285609,16
CVRP,448,ok,24.6524778419,16
CVRP,449,ok,25.8522177902,17
CVRP,450,ok,22.8240724488,16
CVRP,451,ok,26.0462035592,17
CVRP,452,ok,23.5048420896,16
CVRP,453,ok,23.2812545728,15
CVRP,454,ok,28.9543006015,16
CVRP,455,ok,28.7923350692,16
CVRP,456,ok,26.2534972704,16
CVRP,457,ok,27.6470588412,14
CVRP,458,ok,24.4045950837,15
CVRP,459,ok,20.7660555051,17
CVRP,460,ok,21.4497912706,17
CVRP,461,ok,24.3959680795,15
CVRP,462,ok,23.2651629626,17
CVRP,463,ok,34.4518144211,16
CVRP,464,ok,25.6958329698,15
CVRP,465,ok,24.1467292956,15
CVRP,466,ok,25.4971469843,17
CVRP,467,ok,22.2363742906,16
CVRP,468,ok,32.7974361964,16
CVRP,469,ok,22.0157984649,17
CVRP,470,ok,25.7772349044,15
CVRP,471,ok,23.5514252534,18
CVRP,472,ok,28.0783986515,17
CVRP,473,ok,24.6419239690,17
CVRP,474,ok,22.0509196426,16
CVRP,475,ok,29.2749333060,16
CVRP,476,ok,22.7023381762,15
CVRP,477,ok,22.0255253931,16
CVRP,478,ok,24.9715133644,17
CVRP,479,ok,22.2330926649,16
CVRP,480,ok,24.4412950407,16
CVRP,481,ok,26.0394761834,15
CVRP,482,ok,25.9822509491,15
CVRP,483,ok,25.6037661540,16
CVRP,484,ok,25.7132340053,15
CVRP,485,ok,23.2200536467,16
CVRP,486,ok,27.3104761798,15
CVRP,487,ok,23.0771952355,16
CVRP,488,ok,27.6528578856,15
CVRP,489,ok,27.2545258453,17
CVRP,490,ok,27.3942367935,16
CVRP,491,ok,25.6167806955,18
CVRP,492,ok,25.0180456124,15
CVRP,493,ok,24.5668405023,17
CVRP,494,ok,24.8618938474,15
CVRP,495,ok,27.7187487479,17
CVRP,496,ok,27.2749096620,15
CVRP,497,ok,22.1832233648,17
CVRP,498,ok,26.2105157165,16
CVRP,499,ok,24.4613157022,17
CVRP,500,ok,26.1062497608,16
CVRP,501,ok,29.4545218295,16
CVRP,502,ok,25.3079449156,16
CVRP,503,ok,20.4099597877,15
CVRP,504,ok,26.3380583303,18
CVRP,505,ok,23.6843537007,16
CVRP,506,ok,26.8663254750,16
CVRP,507,ok,24.8654248758,16
CVRP,508,ok,22.8371888533,16
CVRP,509,ok,21.4784522312,16
CVRP,510,ok,22.4136445897,17
CVRP,511,ok,21.1212339395,18
CVRP,512,ok,27.1544467999,16
CVRP,513,ok,24.3087834503,16
CVRP,514,ok,28.0579897128,16
CVRP,515,ok,21.8390618566,16
CVRP,516,ok,21.3171794958,16
CVRP,517,ok,20.2127487247,15
CVRP,518,ok,30.6311095286,15
CVRP,519,ok,25.2553709848,15
CVRP,520,ok,26.7659425806,17
CVRP,521,ok,27.9250743669,15
CVRP,522,ok,27.5052986887,15
CVRP,523,ok,24.1916109659,17
CVRP,524,ok,21.1587146716,15
CVRP,525,ok,29.8482379813,16
CVRP,526,ok,27.5860318940,17
CVRP,527,ok,24.7687108298,16
CVRP,528,ok,26.0197663280,14
CVRP,529,ok,23.7637834443,15
CVRP,530,ok,26.1906954942,16
CVRP,531,ok,31.8074816293,16
CVRP,532,ok,24.0153651581,16
CVRP,533,ok,27.0184848885,17
CVRP,534,ok,21.8830597176,18
CVRP,535,ok,23.2887879030,16
CVRP,536,ok,24.3017832763,16
CVRP,537,ok,26.4890066090,15
CVRP,538,ok,22.6117114009,16
CVRP,539,ok,30.0867574135,16
CVRP,540,ok,23.2527117186,16
CVRP,541,ok,32.2186443512,16
CVRP,542,ok,24.7726796026,16
CVRP,543,ok,28.7370859259,16
CVRP,544,ok,21.6649441213,16
CVRP,545,ok,24.8335482024,16
CVRP,546,ok,27.7755167038,16
CVRP,547,ok,23.7853330394,16
CVRP,548,ok,21.4794934555,17
CVRP,549,ok,27.2765407587,17
CVRP,550,ok,23.0568945307,16
CVRP,551,ok,28.4657260169,15
CVRP,552,ok,25.1832179043,16
CVRP,553,ok,21.2311464764,16
CVRP,554,ok,23.3371340009,16
CVRP,555,ok,24.1893336423,16
CVRP,556,ok,28.7100504596,17
CVRP,557,ok,27.1485653781,15
CVRP,558,ok,23.2486494763,15
CVRP,559,ok,27.8710136275,17
CVRP,560,ok,26.3923735573,16
CVRP,561,ok,26.5986951083,16
CVRP,562,ok,28.8385748369,15
CVRP,563,ok,26.8120653766,15
CVRP,564,ok,26.5628129143,16
CVRP,565,ok,29.5107684294,17
CVRP,566,ok,26.6416976523,16
CVRP,567,ok,20.2948842834,16
CVRP,568,ok,26.6210296289,16
CVRP,569,ok,27.2690759330,16
CVRP,570,ok,28.5784503796,16
CVRP,571,ok,26.5127031123,16
CVRP,572,ok,25.0317553558,17
CVRP,573,ok,26.9159561861,16
CVRP,574,ok,22.3247251786,16
CVRP,575,ok,28.0357216482,16
CVRP,576,ok,20.9853103153,16
CVRP,577,ok,22.5042988725,15
CVRP,578,ok,28.9326557687,15
CVRP,579,ok,29.9128148408,16
CVRP,580,ok,24.5462801702,16
CVRP,581,ok,28.2565951171,16
CVRP,582,ok,26.9711170730,15
CVRP,583,ok,24.9367779561,16
CVRP,584,ok,23.7943393229,15
CVRP,585,ok,22.5843767909,16
CVRP,586,ok,26.0171460816,16
CVRP,587,ok,27.9202823741,16
CVRP,588,ok,23.6959502907,15
CVRP,589,ok,26.3591815227,16
CVRP,590,ok,26.8032272210,15
CVRP,591,ok,23.2766145565,17
CVRP,592,ok,25.0160511096,18
CVRP,593,ok,23.6870606267,17
CVRP,594,ok,27.9529464789,16
CVRP,595,ok,20.6969773421,16
CVRP,596,ok,24.7155773152,16
CVRP,597,ok,24.7235338915,17
CVRP,598,ok,30.3064042145,17
CVRP,599,ok,24.0746655297,16
CVRP,600,ok,20.9171669379,17
CVRP,601,ok,22.4759002938,16
CVRP,602,ok,23.7358159080,15
CVRP,603,ok,27.7227214614,15
CVRP,604,ok,22.6217893332,16
CVRP,605,ok,26.1100795638,15
CVRP,606,ok,25.5381693674,15
CVRP,607,ok,25.8273863982,16
CVRP,608,ok,26.2551355485,16
CVRP,609,ok,23.1239134294,16
CVRP,610,ok,28.1432625332,16
CVRP,611,ok,28.3360395960,16
CVRP,612,ok,26.7059402368,17
CVRP,613,ok,32.3985490022,16
CVRP,614,ok,22.9085785830,17
CVRP,615,ok,22.1342066190,15
CVRP,616,ok,21.9917562935,18
CVRP,617,ok,27.9715591095,16
CVRP,618,ok,21.9405040927,15
CVRP,619,ok,22.9203490290,16
CVRP,620,ok,30.1786565394,16
CVRP,621,ok,26.1328644694,15
CVRP,622,ok,28.0529444953,15
CVRP,623,ok,25.0278209716,17
CVRP,624,ok,24.3156460932,16
CVRP,625,ok,27.1509438911,17
CVRP,626,ok,30.0718521827,17
CVRP,627,ok,25.7530515726,18
CVRP,628,ok,25.1588868103,15
CVRP,629,ok,22.5825741891,18
CVRP,630,ok,28.5094702862,17
CVRP,631,ok,25.0171365137,17
CVRP,632,ok,28.5677903192,17
CVRP,633,ok,28.7369376227,16
CVRP,634,ok,21.5596660471,17
CVRP,635,ok,27.6835942519,16
CVRP,636,ok,25.9199128953,17
CVRP,637,ok,25.9748598595,17
CVRP,638,ok,22.9577270279,15
CVRP,639,ok,23.1485882270,17
CVRP,640,ok,24.3911647521,17
CVRP,641,ok,29.7302766106,17
CVRP,642,ok,21.8382343077,17
CVRP,643,ok,28.6560123050,15
CVRP,644,ok,27.4765596471,16
CVRP,645,ok,22.3995208180,15
CVRP,646,ok,22.3252752329,16
CVRP,647,ok,21.2642576514,15
CVRP,648,ok,24.4769808707,15
CVRP,649,ok,21.3666225751,16
CVRP,650,ok,28.3956369819,16
CVRP,651,ok,26.3768749551,16
CVRP,652,ok,22.8073148398,16
CVRP,653,ok,25.7063732099,15
CVRP,654,ok,24.6853979195,16
CVRP,655,ok,28.1550467601,17
CVRP,656,ok,26.3956486984,17
CVRP,657,ok,24.7292796510,16
CVRP,658,ok,23.8934370351,16
CVRP,659,ok,21.1834588491,16
CVRP,660,ok,29.9710790819,16
CVRP,661,ok,28.2156134663,16
CVRP,662,ok,27.9531173391,16
CVRP,663,ok,22.2177366433,16
CVRP,664,ok,28.6125008018,17
CVRP,665,ok,24.1391128868,15
CVRP,666,ok,26.2022169552,16
CVRP,667,ok,23.3383011252,16
CVRP,668,ok,24.7072209965,17
CVRP,669,ok,22.1147845230,17
CVRP,670,ok,27.4215005244,17
CVRP,671,ok,29.6019712742,15
CVRP,672,ok,29.6379588825,16
CVRP,673,ok,24.7367654080,16
CVRP,674,ok,22.5652212048,16
CVRP,675,ok,20.7719218164,16
CVRP,676,ok,26.2860266846,16
CVRP,677,ok,27.5303740504,17
CVRP,678,ok,27.1587740466,16
CVRP,679,ok,27.4799547921,17
CVRP,680,ok,24.8248295722,17
CVRP,681,ok,24.2170361748,15
CVRP,682,ok,28.0949429401,14
CVRP,683,ok,22.6548833850,17
CVRP,684,ok,28.2415386353,16
CVRP,685,ok,27.2982573338,16
CVRP,686,ok,25.8171949216,17
CVRP,687,ok,25.6986195586,15
CVRP,688,ok,23.9877839360,17
CVRP,689,ok,26.1214611642,17
CVRP,690,ok,23.0494801064,16
CVRP,691,ok,29.8109319669,16
CVRP,692,ok,28.7553520061,15
CVRP,693,ok,26.4278733576,16
CVRP,694,ok,23.4868955640,16
CVRP,695,ok,23.2001915785,16
CVRP,696,ok,25.6167072814,17
CVRP,697,ok,27.6054531719,17
CVRP,698,ok,25.9892763674,16
CVRP,699,ok,20.8665262711,15
CVRP,700,ok,25.0679714788,15
CVRP,701,ok,29.4365312537,17
CVRP,702,ok,28.2637868705,15
CVRP,703,ok,24.0473934258,18
CVRP,704,ok,24.2146810601,16
CVRP,705,ok,29.7207653775,16
CVRP,706,ok,24.5262386926,16
CVRP,707,ok,27.3582242288,15
CVRP,708,ok,24.4904613909,16
CVRP,709,ok,22.6464801204,16
CVRP,710,ok,27.0906177297,17
CVRP,711,ok,24.6883981528,16
CVRP,712,ok,20.3733336531,16
CVRP,713,ok,21.9666568863,15
CVRP,714,ok,30.7475188689,17
CVRP,715,ok,24.5025065651,17
CVRP,716,ok,22.1226665386,16
CVRP,717,ok,26.3051756236,17
CVRP,718,ok,29.3415957229,16
CVRP,719,ok,22.2087893675,16
CVRP,720,ok,31.2887800025,16
CVRP,721,ok,27.3341524887,16
CVRP,722,ok,27.3567910108,15
CVRP,723,ok,22.6717003976,16
CVRP,724,ok,32.9090383911,17
CVRP,725,ok,23.7926030451,17
CVRP,726,ok,24.9535287257,15
CVRP,727,ok,25.9539786192,15
CVRP,728,ok,27.1647049911,17
CVRP,729,ok,20.9581258183,15
CVRP,730,ok,27.1268856146,16
CVRP,731,ok,24.2852788001,16
CVRP,732,ok,24.0637424900,17
CVRP,733,ok,24.3946922043,16
CVRP,734,ok,27.1950336985,16
