problem_size,problem,instance,status,no_aug_cost,cost
200,CVRP,89,ok,28.9581108093,28.9139270782
200,CVRP,90,ok,24.9516754150,24.4571342468
200,CVRP,91,ok,21.2587337494,21.1888809204
200,CVRP,92,ok,21.6801910400,21.3739662170
200,CVRP,93,ok,23.3084354401,22.8355331421
200,CVRP,94,ok,24.3813858032,24.3813858032
200,CVRP,95,ok,20.1697654724,19.8883476257
200,CVRP,96,ok,25.0765304565,24.7609424591
200,CVRP,97,ok,20.7510890961,20.4068031311
200,CVRP,98,ok,24.3314380646,24.2253952026
200,CVRP,99,ok,19.8808708191,19.8808708191
200,CVRP,100,ok,25.0847339630,24.3904037476
200,CVRP,101,ok,20.5113811493,20.1106758118
200,CVRP,102,ok,24.7283439636,24.4012031555
200,CVRP,103,ok,26.5203113556,26.2014503479
200,CVRP,104,ok,24.5940189362,23.9225082397
200,CVRP,105,ok,20.9388580322,20.7396202087
200,CVRP,106,ok,25.1493740082,25.1493740082
200,CVRP,107,ok,20.9537467957,20.2605171204
200,CVRP,108,ok,21.6358985901,21.2612972260
200,CVRP,109,ok,23.3633499146,23.1723365784
200,CVRP,110,ok,25.7799015045,25.7110862732
200,CVRP,111,ok,20.5315818787,20.1742973328
200,CVRP,112,ok,24.9861259460,24.9695339203
200,CVRP,113,ok,19.8384494781,19.2100067139
200,CVRP,114,ok,25.1712570190,24.9928531647
200,CVRP,115,ok,19.4131832123,18.9612178802
200,CVRP,116,ok,24.4222393036,24.1869430542
200,CVRP,117,ok,24.6887378693,24.3516082764
200,CVRP,118,ok,20.7346305847,20.3578796387
200,CVRP,119,ok,23.3847389221,23.0794677734
200,CVRP,120,ok,23.8834495544,23.6335105896
200,CVRP,121,ok,23.7738647461,23.6142539978
200,CVRP,122,ok,27.7702827454,27.3820724487
200,CVRP,123,ok,29.3293285370,29.0059127808
200,CVRP,124,ok,22.5116481781,22.3382987976
200,CVRP,125,ok,20.3093338013,20.0891571045
200,CVRP,126,ok,21.1523437500,20.6561450958
200,CVRP,127,ok,24.4949359894,23.9736289978
200,CVRP,128,ok,20.8078193665,20.6759262085
200,CVRP,129,ok,22.1413726807,21.7035427094
200,CVRP,130,ok,19.4341392517,19.0884284973
200,CVRP,131,ok,20.3544197083,20.1677989960
200,CVRP,132,ok,25.6112709045,25.5354347229
200,CVRP,133,ok,21.0213069916,21.0213069916
200,CVRP,134,ok,22.7853374481,22.1515235901
200,CVRP,135,ok,23.0942020416,22.6374855042
200,CVRP,136,ok,27.1462326050,26.6651344299
200,CVRP,137,ok,19.6186904907,19.2636222839
200,CVRP,138,ok,19.8294124603,19.8294124603
200,CVRP,139,ok,20.9971294403,20.5043048859
200,CVRP,140,ok,22.8410701752,22.6399459839
200,CVRP,141,ok,24.4566421509,23.9968471527
200,CVRP,142,ok,23.6659851074,23.3548450470
200,CVRP,143,ok,23.7042369843,23.7042369843
200,CVRP,144,ok,25.4961585999,25.4961585999
200,CVRP,145,ok,21.0290164948,20.4765605927
200,CVRP,146,ok,24.0291938782,23.8050594330
200,CVRP,147,ok,19.9431686401,19.4162673950
200,CVRP,148,ok,19.6417980194,19.4280738831
200,CVRP,149,ok,25.7471275330,25.7471275330
200,CVRP,150,ok,20.2381286621,20.1721515656
200,CVRP,151,ok,23.9755764008,23.7157230377
200,CVRP,152,ok,23.3455505371,22.9403495789
200,CVRP,153,ok,26.3162498474,26.2083625793
200,CVRP,154,ok,26.9837646484,26.5136222839
200,CVRP,155,ok,22.3071746826,22.0057735443
200,CVRP,156,ok,26.7834892273,26.2954597473
200,CVRP,157,ok,19.2579421997,18.8026332855
200,CVRP,158,ok,22.9907665253,22.6171894073
200,CVRP,159,ok,23.3131008148,23.1940727234
200,CVRP,160,ok,26.5323390961,25.6931915283
200,CVRP,161,ok,23.0129318237,22.5507450104
200,CVRP,162,ok,23.2144565582,22.8825531006
200,CVRP,163,ok,24.4883918762,24.4441280365
200,CVRP,164,ok,25.5943489075,25.5318984985
200,CVRP,165,ok,24.0835514069,24.0835514069
200,CVRP,166,ok,27.8592720032,27.6801872253
200,CVRP,167,ok,28.2128906250,27.8223114014
200,CVRP,168,ok,23.1200962067,22.6507682800
200,CVRP,169,ok,24.7992668152,24.4691619873
200,CVRP,170,ok,19.7324409485,19.2165298462
200,CVRP,171,ok,24.2566356659,24.0277576447
200,CVRP,172,ok,24.8302993774,24.5802249908
200,CVRP,173,ok,19.2010726929,19.1063156128
200,CVRP,174,ok,21.1369400024,21.1260337830
200,CVRP,175,ok,23.0542545319,23.0542545319
200,CVRP,176,ok,25.5085773468,25.2808208466
200,CVRP,177,ok,26.4676589966,25.9994697571
200,CVRP,178,ok,21.3584041595,21.0550918579
200,CVRP,179,ok,26.8617401123,26.5203018188
200,CVRP,180,ok,24.0713081360,23.5054645538
200,CVRP,181,ok,22.9691619873,22.2819385529
200,CVRP,182,ok,22.5658721924,22.0964164734
200,CVRP,183,ok,24.8390846252,24.0277767181
200,CVRP,184,ok,21.5339279175,21.3268375397
200,CVRP,185,ok,23.5335330963,23.4491767883
200,CVRP,186,ok,22.7890396118,22.7890396118
200,CVRP,187,ok,19.6226577759,19.2777748108
200,CVRP,188,ok,25.5125694275,24.8776130676
200,CVRP,189,ok,23.5756607056,23.5756607056
200,CVRP,190,ok,25.7821960449,25.2995128632
200,CVRP,191,ok,27.7955303192,27.1135158539
200,CVRP,192,ok,26.3174381256,25.9584274292
200,CVRP,193,ok,23.9606590271,23.3556213379
200,CVRP,194,ok,20.7194843292,20.2940940857
200,CVRP,195,ok,23.1829910278,22.8625297546
200,CVRP,196,ok,22.6807708740,22.5269203186
200,CVRP,197,ok,23.3847160339,23.1541137695
200,CVRP,198,ok,23.3149147034,22.6056671143
200,CVRP,199,ok,26.1504268646,25.9154930115
200,CVRP,200,ok,22.9121246338,22.9121246338
200,CVRP,201,ok,25.4250431061,25.4002056122
200,CVRP,202,ok,20.5162220001,20.1917839050
200,CVRP,203,ok,24.9610271454,24.7938232422
200,CVRP,204,ok,27.4725856781,27.0990829468
200,CVRP,205,ok,26.7099151611,26.1022090912
200,CVRP,206,ok,23.8517646790,23.4683837891
200,CVRP,207,ok,27.1215744019,26.7823944092
200,CVRP,208,ok,22.5329570770,22.2141761780
200,CVRP,209,ok,28.9393730164,28.4959487915
200,CVRP,210,ok,19.3438110352,19.3427982330
200,CVRP,211,ok,20.5256271362,20.4373779297
200,CVRP,212,ok,20.2426910400,19.8240146637
200,CVRP,213,ok,21.9978561401,21.2874755859
200,CVRP,214,ok,26.1246242523,25.2444953918
200,CVRP,215,ok,20.4154205322,20.4154205322
200,CVRP,216,ok,22.1315021515,21.8628845215
200,CVRP,217,ok,23.8646583557,23.8646583557
200,CVRP,218,ok,23.1209812164,23.0154838562
200,CVRP,219,ok,20.2779464722,19.9555206299
200,CVRP,220,ok,23.8561363220,23.4789676666
200,CVRP,221,ok,24.4628410339,24.3734149933
200,CVRP,222,ok,19.4587173462,18.9279747009
200,CVRP,223,ok,25.1912841797,25.1912841797
200,CVRP,224,ok,27.7862091064,26.9825630188
200,CVRP,225,ok,27.7732219696,26.9211235046
200,CVRP,226,ok,24.0432987213,23.7086219788
200,CVRP,227,ok,20.6860790253,20.3336601257
200,CVRP,228,ok,21.7923583984,21.6254005432
200,CVRP,229,ok,23.7994003296,23.1518859863
200,CVRP,230,ok,25.0015296936,24.3835659027
200,CVRP,231,ok,22.8642215729,22.6249065399
200,CVRP,232,ok,23.2584686279,22.9640388489
200,CVRP,233,ok,22.9985275269,22.6149425507
200,CVRP,234,ok,28.4386405945,28.0265560150
200,CVRP,235,ok,25.8393459320,25.2706260681
200,CVRP,236,ok,24.8597373962,24.7832679749
200,CVRP,237,ok,19.7442665100,19.3073024750
200,CVRP,238,ok,26.7324142456,26.3695602417
200,CVRP,239,ok,23.4553890228,23.1666870117
200,CVRP,240,ok,25.2010898590,24.9155273438
200,CVRP,241,ok,19.0835933685,19.0835933685
200,CVRP,242,ok,21.3632602692,21.1945667267
200,CVRP,243,ok,23.5340251923,23.2999877930
200,CVRP,244,ok,25.9856052399,25.9856052399
200,CVRP,245,ok,20.6490917206,20.6490917206
200,CVRP,246,ok,25.4923152924,24.9526176453
200,CVRP,247,ok,22.2625980377,22.2625980377
200,CVRP,248,ok,23.4753036499,22.9578437805
200,CVRP,249,ok,23.9697761536,23.5471801758
200,CVRP,250,ok,24.0869369507,23.5648612976
200,CVRP,251,ok,27.9860191345,27.0566711426
200,CVRP,252,ok,20.9557380676,20.2930126190
200,CVRP,253,ok,27.1462059021,27.0873336792
200,CVRP,254,ok,19.6286144257,19.0852432251
200,CVRP,255,ok,20.9177360535,20.6854496002
200,CVRP,256,ok,24.0204772949,24.0204772949
200,CVRP,257,ok,22.7405815125,22.7405815125
200,CVRP,258,ok,24.3914737701,24.3914737701
200,CVRP,259,ok,22.6235752106,22.0594024658
200,CVRP,260,ok,27.8586540222,27.5198860168
200,CVRP,261,ok,23.8185272217,23.3988342285
200,CVRP,262,ok,25.4146270752,24.7197322845
200,CVRP,263,ok,21.9709033966,21.7048301697
200,CVRP,264,ok,22.1765956879,21.9271812439
200,CVRP,265,ok,22.8733558655,22.4193649292
200,CVRP,266,ok,22.8754653931,22.8754653931
200,CVRP,267,ok,18.8299026489,18.8299026489
200,CVRP,268,ok,22.8778686523,22.4675292969
200,CVRP,269,ok,25.6298980713,25.4019546509
200,CVRP,270,ok,23.0052604675,22.7206001282
200,CVRP,271,ok,19.7754821777,19.6093807220
200,CVRP,272,ok,26.5096340179,26.0666503906
200,CVRP,273,ok,24.5294380188,24.5294380188
200,CVRP,274,ok,21.7494869232,21.5113563538
200,CVRP,275,ok,22.8082771301,22.4132671356
200,CVRP,276,ok,23.9388237000,23.3874626160
200,CVRP,277,ok,24.1922035217,24.1068725586
200,CVRP,278,ok,23.4161911011,23.4161911011
200,CVRP,279,ok,21.3292999268,21.1907882690
200,CVRP,280,ok,22.5765457153,22.4219474792
200,CVRP,281,ok,25.6520767212,25.2671508789
200,CVRP,282,ok,24.7726631165,24.7726631165
200,CVRP,283,ok,27.6564292908,27.4945240021
200,CVRP,284,ok,25.1199645996,24.3796138763
200,CVRP,285,ok,19.5057125092,19.4579811096
200,CVRP,286,ok,24.7650375366,24.0813179016
200,CVRP,287,ok,21.3125953674,21.2926521301
200,CVRP,288,ok,23.9759864807,23.9759864807
200,CVRP,289,ok,21.1160697937,20.5607299805
200,CVRP,290,ok,27.2465896606,26.6530990601
200,CVRP,291,ok,23.5384025574,23.0056095123
200,CVRP,292,ok,23.7876987457,23.3329048157
200,CVRP,293,ok,23.0317077637,22.9831199646
200,CVRP,294,ok,22.9901885986,22.5852413177
200,CVRP,295,ok,20.1097412109,19.6144027710
200,CVRP,296,ok,25.6006336212,25.0061492920
200,CVRP,297,ok,22.5065479279,22.1214733124
200,CVRP,298,ok,23.0260086060,22.7614288330
200,CVRP,299,ok,26.4577865601,26.2012767792
200,CVRP,300,ok,24.2166080475,24.0496902466
200,CVRP,301,ok,21.9650230408,21.9650230408
200,CVRP,302,ok,22.7918720245,22.2721843719
200,CVRP,303,ok,19.4597549438,19.1831912994
200,CVRP,304,ok,24.4841690063,24.4841690063
200,CVRP,305,ok,27.6902942657,27.5589141846
200,CVRP,306,ok,20.3106517792,19.9112892151
200,CVRP,307,ok,21.3911437988,21.3120918274
200,CVRP,308,ok,29.0367717743,28.9154186249
200,CVRP,309,ok,25.4484996796,25.3606719971
200,CVRP,310,ok,21.5218276978,21.3901977539
200,CVRP,311,ok,26.3715763092,25.7486381531
200,CVRP,312,ok,20.0592956543,19.6501064301
200,CVRP,313,ok,22.4371204376,22.1278038025
200,CVRP,314,ok,22.6759071350,22.3662452698
200,CVRP,315,ok,27.2229938507,26.8917198181
200,CVRP,316,ok,24.1207447052,23.8565883636
200,CVRP,317,ok,23.1948013306,22.5843410492
200,CVRP,318,ok,21.1914253235,20.8294963837
200,CVRP,319,ok,23.6424922943,23.6424922943
200,CVRP,320,ok,21.1532421112,20.8466968536
200,CVRP,321,ok,19.9408454895,19.7998580933
200,CVRP,322,ok,22.4662818909,22.3642272949
200,CVRP,323,ok,22.5046005249,22.2536487579
200,CVRP,324,ok,27.7052097321,27.0130481720
200,CVRP,325,ok,25.0893077850,24.9810905457
200,CVRP,326,ok,22.0255947113,21.8428230286
200,CVRP,327,ok,24.0288848877,23.8391456604
200,CVRP,328,ok,23.6924476624,23.0519218445
200,CVRP,329,ok,26.8563995361,26.8034420013
200,CVRP,330,ok,20.2973594666,20.1373081207
200,CVRP,331,ok,24.0568122864,24.0082588196
200,CVRP,332,ok,22.3248481750,22.2723731995
200,CVRP,333,ok,25.0298042297,24.8713397980
200,CVRP,334,ok,26.3442077637,26.0670681000
200,CVRP,335,ok,24.3146190643,23.9431247711
200,CVRP,336,ok,27.4264373779,27.2217102051
200,CVRP,337,ok,22.3021965027,21.7922668457
200,CVRP,338,ok,25.7239532471,25.3188896179
200,CVRP,339,ok,24.7322349548,24.7322349548
200,CVRP,340,ok,23.4416675568,23.4416675568
200,CVRP,341,ok,26.6581935883,26.4167060852
200,CVRP,342,ok,25.1397666931,24.9628639221
200,CVRP,343,ok,22.1179065704,21.9138851166
200,CVRP,344,ok,26.0570087433,25.6761207581
200,CVRP,345,ok,25.5140876770,25.1914024353
200,CVRP,346,ok,25.7203559875,25.5025215149
200,CVRP,347,ok,21.7682113647,21.5373497009
200,CVRP,348,ok,24.3870582581,23.4237556458
200,CVRP,349,ok,21.5546379089,21.4525337219
200,CVRP,350,ok,21.4654960632,21.1663684845
200,CVRP,351,ok,24.0340270996,24.0340270996
200,CVRP,352,ok,21.8244380951,21.8244380951
200,CVRP,353,ok,23.7314720154,23.4282512665
200,CVRP,354,ok,19.5465145111,19.4700775146
200,CVRP,355,ok,21.5882568359,21.0789813995
200,CVRP,356,ok,25.4078826904,24.4475364685
200,CVRP,357,ok,19.6439628601,19.4666652679
200,CVRP,358,ok,25.8912277222,25.8912277222
200,CVRP,359,ok,20.5908946991,20.5801010132
200,CVRP,360,ok,19.8936805725,19.8046588898
200,CVRP,361,ok,24.8431358337,24.6413898468
200,CVRP,362,ok,23.4702358246,23.4702358246
200,CVRP,363,ok,23.0949611664,22.5928077698
200,CVRP,364,ok,24.7515811920,24.5944004059
200,CVRP,365,ok,23.1958923340,22.9537239075
200,CVRP,366,ok,23.6850814819,22.9373703003
200,CVRP,367,ok,20.8378372192,20.2466831207
200,CVRP,368,ok,23.1497821808,22.6596374512
200,CVRP,369,ok,26.2756195068,26.0037269592
200,CVRP,370,ok,20.6926517487,20.1369152069
200,CVRP,371,ok,20.1208000183,20.0781021118
200,CVRP,372,ok,21.5137023926,21.3413200378
200,CVRP,373,ok,23.8086452484,23.5454940796
200,CVRP,374,ok,22.3087577820,21.8946495056
200,CVRP,375,ok,24.4891471863,24.2180347443
200,CVRP,376,ok,21.0057220459,20.7190399170
200,CVRP,377,ok,25.1814556122,25.1275024414
200,CVRP,378,ok,21.8940029144,21.5648651123
200,CVRP,379,ok,20.1593761444,20.1240882874
200,CVRP,380,ok,19.1569824219,18.6559066772
200,CVRP,381,ok,22.7363853455,22.3209762573
200,CVRP,382,ok,21.4361877441,21.0725479126
200,CVRP,383,ok,23.2804794312,23.1635684967
200,CVRP,384,ok,22.5842647552,22.4092025757
200,CVRP,385,ok,21.3709106445,21.2500228882
200,CVRP,386,ok,22.7527313232,22.4648590088
200,CVRP,387,ok,22.7500610352,22.7500610352
200,CVRP,388,ok,21.9996604919,21.9996604919
200,CVRP,389,ok,24.8725204468,24.5953235626
200,CVRP,390,ok,19.5446815491,19.5007228851
200,CVRP,391,ok,20.5580558777,20.2512016296
200,CVRP,392,ok,21.7602500916,21.7602500916
200,CVRP,393,ok,23.7442626953,23.3024673462
200,CVRP,394,ok,26.5178127289,26.2009658813
200,CVRP,395,ok,18.8266868591,18.8266868591
200,CVRP,396,ok,23.1457958221,22.3373565674
200,CVRP,397,ok,23.8076972961,23.5808029175
200,CVRP,398,ok,26.9377403259,26.5580158234
200,CVRP,399,ok,24.0115985870,23.5970439911
200,CVRP,400,ok,23.4361419678,23.4361419678
200,CVRP,401,ok,19.8855228424,19.7843322754
200,CVRP,402,ok,28.1105766296,28.1105766296
200,CVRP,403,ok,20.8478012085,20.2196331024
200,CVRP,404,ok,23.7841415405,23.4960327148
200,CVRP,405,ok,21.4597225189,21.0243110657
200,CVRP,406,ok,19.7414741516,19.6997108459
200,CVRP,407,ok,23.1520195007,23.0142021179
200,CVRP,408,ok,22.9192466736,22.2983150482
200,CVRP,409,ok,25.2779102325,25.0985374451
200,CVRP,410,ok,21.6763954163,21.1578464508
200,CVRP,411,ok,23.3106079102,23.1519546509
200,CVRP,412,ok,25.6231117249,25.6231117249
200,CVRP,413,ok,25.9480400085,25.7744331360
200,CVRP,414,ok,23.4457836151,22.9595260620
200,CVRP,415,ok,22.9875755310,22.3573646545
200,CVRP,416,ok,22.4887619019,22.4887619019
200,CVRP,417,ok,21.9040660858,21.6416320801
200,CVRP,418,ok,26.2900276184,26.2900276184
200,CVRP,419,ok,22.2435188293,21.9360713959
200,CVRP,420,ok,21.2082118988,21.0355682373
200,CVRP,421,ok,22.3477096558,22.3477096558
200,CVRP,422,ok,23.2915973663,23.2915973663
200,CVRP,423,ok,25.6188697815,25.3550605774
200,CVRP,424,ok,21.8179798126,21.4997634888
200,CVRP,425,ok,18.6538772583,18.2941532135
200,CVRP,426,ok,29.2345695496,28.8278541565
200,CVRP,427,ok,28.4831581116,28.3078346252
200,CVRP,428,ok,20.0196495056,19.9223403931
200,CVRP,429,ok,26.5241127014,25.8028087616
200,CVRP,430,ok,25.8201045990,25.3202972412
200,CVRP,431,ok,23.1987075806,22.9650611877
200,CVRP,432,ok,23.3431854248,23.3431854248
200,CVRP,433,ok,21.2401676178,20.6215038300
200,CVRP,434,ok,20.5497951508,20.4041786194
200,CVRP,435,ok,26.3324756622,26.3324756622
200,CVRP,436,ok,22.9195480347,22.7231369019
200,CVRP,437,ok,21.3046531677,20.8006019592
200,CVRP,438,ok,25.0785560608,25.0785560608
200,CVRP,439,ok,23.2951965332,23.1226062775
200,CVRP,440,ok,22.3360595703,21.8789520264
200,CVRP,441,ok,23.4246597290,23.2022399902
200,CVRP,442,ok,28.9252281189,28.6505546570
200,CVRP,443,ok,23.1965084076,23.1965084076
200,CVRP,444,ok,27.7871494293,26.8891773224
200,CVRP,445,ok,22.8591175079,22.7785186768
200,CVRP,446,ok,23.4875602722,23.2983894348
200,CVRP,447,ok,24.7334785461,24.6508522034
200,CVRP,448,ok,22.5599479675,22.3035392761
200,CVRP,449,ok,23.8162002563,23.4156589508
200,CVRP,450,ok,20.7986106873,20.2440261841
200,CVRP,451,ok,23.7516555786,23.6830120087
200,CVRP,452,ok,21.2540855408,21.1377067566
200,CVRP,453,ok,21.2615280151,21.0717201233
200,CVRP,454,ok,27.0268135071,26.6928997040
200,CVRP,455,ok,26.2699737549,26.0055923462
200,CVRP,456,ok,23.8634490967,23.4977989197
200,CVRP,457,ok,25.0733833313,24.7841033936
200,CVRP,458,ok,22.2448444366,21.9162483215
200,CVRP,459,ok,19.3070755005,18.7827205658
200,CVRP,460,ok,19.5706024170,19.2570667267
200,CVRP,461,ok,22.3921890259,22.0342273712
200,CVRP,462,ok,21.8442516327,21.5012054443
200,CVRP,463,ok,31.2506790161,31.0116577148
200,CVRP,464,ok,23.6574077606,23.2228164673
200,CVRP,465,ok,21.5818653107,21.5818653107
200,CVRP,466,ok,23.4060630798,23.2163372040
200,CVRP,467,ok,20.3675613403,20.0624027252
200,CVRP,468,ok,30.8684291840,29.7273979187
200,CVRP,469,ok,20.7205314636,20.5276794434
200,CVRP,470,ok,23.4362678528,23.4362678528
200,CVRP,471,ok,21.2111492157,20.9680328369
200,CVRP,472,ok,25.3720626831,24.7531719208
200,CVRP,473,ok,22.2095031738,22.2095031738
200,CVRP,474,ok,20.0835418701,20.0438156128
200,CVRP,475,ok,26.4609260559,26.2608623505
200,CVRP,476,ok,20.4453201294,20.1595230103
200,CVRP,477,ok,20.2912940979,20.0268592834
200,CVRP,478,ok,22.9891242981,22.9595222473
200,CVRP,479,ok,20.9891281128,20.6045761108
200,CVRP,480,ok,21.7933101654,21.7933101654
200,CVRP,481,ok,23.6115112305,23.2725486755
200,CVRP,482,ok,23.6720695496,23.3360748291
200,CVRP,483,ok,23.3411293030,22.9262428284
200,CVRP,484,ok,23.5539207458,23.3119430542
200,CVRP,485,ok,21.3195152283,20.9840316772
200,CVRP,486,ok,24.7712402344,24.7712402344
200,CVRP,487,ok,21.0732364655,20.7510242462
200,CVRP,488,ok,25.1205062866,24.7817306519
200,CVRP,489,ok,24.6657466888,24.3410758972
200,CVRP,490,ok,25.1134376526,24.6137504578
200,CVRP,491,ok,22.9702529907,22.6122188568
200,CVRP,492,ok,22.4831466675,22.4831466675
200,CVRP,493,ok,22.8032760620,22.7044315338
200,CVRP,494,ok,22.9032211304,22.6529731750
200,CVRP,495,ok,25.6529083252,25.2693080902
200,CVRP,496,ok,24.9562759399,24.6120071411
200,CVRP,497,ok,20.2542991638,20.1883277893
200,CVRP,498,ok,23.7852668762,23.2547435760
200,CVRP,499,ok,22.0693702698,22.0693702698
200,CVRP,500,ok,24.0681629181,23.7524223328
200,CVRP,501,ok,26.8367500305,26.4605827332
200,CVRP,502,ok,23.4309005737,22.9694175720
200,CVRP,503,ok,18.3196506500,18.0290451050
200,CVRP,504,ok,24.2659664154,24.0670356750
200,CVRP,505,ok,21.7505989075,21.3182373047
200,CVRP,506,ok,24.5323619843,24.4721775055
200,CVRP,507,ok,22.2557601929,22.2557601929
200,CVRP,508,ok,21.0989112854,20.7748680115
200,CVRP,509,ok,19.6988353729,19.6038913727
200,CVRP,510,ok,20.4370117188,20.3646068573
200,CVRP,511,ok,19.0807380676,19.0807380676
200,CVRP,512,ok,24.8708343506,24.7317619324
200,CVRP,513,ok,21.9395408630,21.9395408630
200,CVRP,514,ok,25.2628211975,25.2254028320
200,CVRP,515,ok,20.1156387329,19.6984710693
200,CVRP,516,ok,19.2626895905,19.1412391663
200,CVRP,517,ok,18.4092864990,18.0090217590
200,CVRP,518,ok,27.6235542297,27.5267238617
200,CVRP,519,ok,22.9601497650,22.7342987061
200,CVRP,520,ok,24.5708408356,24.4213562012
200,CVRP,521,ok,25.9941082001,25.4101333618
200,CVRP,522,ok,25.1295967102,24.6063308716
200,CVRP,523,ok,21.9226837158,21.9020996094
200,CVRP,524,ok,19.5250129700,19.2002258301
200,CVRP,525,ok,26.9813289642,26.5885162354
200,CVRP,526,ok,25.2269649506,25.1564903259
200,CVRP,527,ok,22.3865432739,21.9380912781
200,CVRP,528,ok,23.3945884705,23.3597526550
200,CVRP,529,ok,20.9962863922,20.9954299927
200,CVRP,530,ok,24.1947402954,23.6583366394
200,CVRP,531,ok,29.1833457947,28.8308067322
200,CVRP,532,ok,22.4105529785,21.9577732086
200,CVRP,533,ok,24.6982231140,24.2718849182
200,CVRP,534,ok,19.9047775269,19.8621520996
200,CVRP,535,ok,20.9754657745,20.9713859558
