problem,instance,status,cost,vehicles
CVRP,145,ok,21.6978156311,16
CVRP,146,ok,25.2769477953,15
CVRP,147,ok,20.2815142083,15
CVRP,148,ok,20.3709953622,15
CVRP,149,ok,27.4604350338,15
CVRP,150,ok,20.8009653114,15
CVRP,151,ok,24.8349471310,16
CVRP,152,ok,24.3303443725,16
CVRP,153,ok,27.6606165031,15
CVRP,154,ok,28.3345041339,15
CVRP,155,ok,23.4192399308,15
CVRP,156,ok,28.2316818398,16
CVRP,157,ok,19.9711610963,15
CVRP,158,ok,23.9303420301,16
CVRP,159,ok,24.5110276225,17
CVRP,160,ok,27.4585814296,15
CVRP,161,ok,23.8490340980,16
CVRP,162,ok,24.1695714683,16
CVRP,163,ok,25.7818522515,16
CVRP,164,ok,27.1139127268,15
CVRP,165,ok,25.3744025703,16
CVRP,166,ok,29.5775358292,16
CVRP,167,ok,29.4597506856,17
CVRP,168,ok,24.1367389009,17
CVRP,169,ok,25.7890173123,15
CVRP,170,ok,20.1688831693,16
CVRP,171,ok,25.6498676995,15
CVRP,172,ok,26.2211680095,16
CVRP,173,ok,20.3514535297,16
CVRP,174,ok,22.4657761385,15
CVRP,175,ok,24.4793780786,17
CVRP,176,ok,26.8101040080,17
CVRP,177,ok,27.4456771420,16
CVRP,178,ok,21.9863436366,16
CVRP,179,ok,27.6869889834,16
CVRP,180,ok,25.4765670865,14
CVRP,181,ok,23.2387486500,16
CVRP,182,ok,23.3038445546,15
CVRP,183,ok,25.7115794075,16
CVRP,184,ok,22.4970990680,15
CVRP,185,ok,24.9401786175,16
CVRP,186,ok,24.1048854433,17
CVRP,187,ok,20.1316878152,15
CVRP,188,ok,26.8303537235,15
CVRP,189,ok,24.9290734996,16
CVRP,190,ok,26.9524812723,14
CVRP,191,ok,28.7805613748,15
CVRP,192,ok,27.3455589523,16
CVRP,193,ok,25.1419007458,16
CVRP,194,ok,20.9878680908,15
CVRP,195,ok,24.3077138594,16
CVRP,196,ok,23.9763602608,17
CVRP,197,ok,24.2096967215,15
CVRP,198,ok,24.0707410273,17
CVRP,199,ok,27.4827585908,17
CVRP,200,ok,24.3432661929,15
CVRP,201,ok,26.8869750738,16
CVRP,202,ok,21.5035951592,17
CVRP,203,ok,26.5691897439,15
CVRP,204,ok,29.0104933516,16
CVRP,205,ok,27.9314431304,16
CVRP,206,ok,25.0063374603,16
CVRP,207,ok,28.7211409010,15
CVRP,208,ok,22.9068232829,17
CVRP,209,ok,30.0650862805,16
CVRP,210,ok,20.4971979248,16
CVRP,211,ok,21.2799136220,16
CVRP,212,ok,20.7638869720,15
CVRP,213,ok,22.7042817022,15
CVRP,214,ok,26.6520921655,15
CVRP,215,ok,21.5685679572,16
CVRP,216,ok,23.0725447055,16
CVRP,217,ok,25.5693007554,16
CVRP,218,ok,24.3801190433,16
CVRP,219,ok,21.2575529383,17
CVRP,220,ok,24.7144863218,16
CVRP,221,ok,25.4114069637,16
CVRP,222,ok,19.9450059165,16
CVRP,223,ok,27.1218250586,16
CVRP,224,ok,28.9345571468,16
CVRP,225,ok,29.2967965953,15
CVRP,226,ok,25.2901788001,16
CVRP,227,ok,21.5107690713,16
CVRP,228,ok,22.9687174505,16
CVRP,229,ok,24.5194568300,16
CVRP,230,ok,25.9514399298,15
CVRP,231,ok,24.2988880693,15
CVRP,232,ok,24.3871396301,16
CVRP,233,ok,24.4850904784,16
CVRP,234,ok,29.5856451840,16
CVRP,235,ok,27.4148116752,16
CVRP,236,ok,26.7209528492,16
CVRP,237,ok,20.1724117423,17
CVRP,238,ok,28.3403401519,17
CVRP,239,ok,24.3954373992,15
CVRP,240,ok,26.7200040281,17
CVRP,241,ok,20.2684410791,16
CVRP,242,ok,22.5769764660,15
CVRP,243,ok,24.5181373457,18
CVRP,244,ok,27.4993803613,16
CVRP,245,ok,22.0601727827,15
CVRP,246,ok,26.6320352424,16
CVRP,247,ok,23.8212041299,15
CVRP,248,ok,24.3433522223,17
CVRP,249,ok,25.3112202900,16
CVRP,250,ok,25.0477843634,16
CVRP,251,ok,28.5783754263,16
CVRP,252,ok,21.3709408724,16
CVRP,253,ok,29.0496458018,15
CVRP,254,ok,20.2262324887,17
CVRP,255,ok,21.7723260066,16
CVRP,256,ok,25.2059200960,16
CVRP,257,ok,24.1071409089,16
CVRP,258,ok,26.2933081146,15
CVRP,259,ok,23.5948812359,16
CVRP,260,ok,28.7206860602,16
CVRP,261,ok,24.6600221533,15
CVRP,262,ok,26.1124774949,16
CVRP,263,ok,23.1966083939,16
CVRP,264,ok,23.5017096565,15
CVRP,265,ok,24.0050729301,16
CVRP,266,ok,24.0970625920,17
CVRP,267,ok,19.9928975523,16
CVRP,268,ok,23.6564806910,16
CVRP,269,ok,26.8164105387,16
CVRP,270,ok,23.6861296873,17
CVRP,271,ok,20.8399093324,15
CVRP,272,ok,27.4620980268,17
CVRP,273,ok,25.9434092984,16
CVRP,274,ok,22.7445562946,16
CVRP,275,ok,23.4706163306,16
CVRP,276,ok,24.9065165305,18
CVRP,277,ok,25.3002692553,16
CVRP,278,ok,24.6284747108,15
CVRP,279,ok,22.3103113673,16
CVRP,280,ok,23.7012182743,16
CVRP,281,ok,27.4521234318,14
CVRP,282,ok,26.2358099492,16
CVRP,283,ok,29.1083030841,15
CVRP,284,ok,25.9634371126,17
CVRP,285,ok,20.7547013015,16
CVRP,286,ok,25.5721986999,15
CVRP,287,ok,22.4088807459,17
CVRP,288,ok,25.0754588525,15
CVRP,289,ok,21.9201948272,16
CVRP,290,ok,28.2577249399,16
CVRP,291,ok,23.8998229513,16
CVRP,292,ok,24.4588935695,16
CVRP,293,ok,24.4117471159,16
CVRP,294,ok,23.7985442122,16
CVRP,295,ok,20.6757754741,16
CVRP,296,ok,27.0691772836,14
CVRP,297,ok,23.4711720072,15
CVRP,298,ok,23.8524452569,16
CVRP,299,ok,27.7420127180,16
CVRP,300,ok,25.2831422845,15
CVRP,301,ok,23.2081581334,15
CVRP,302,ok,23.2519029437,14
CVRP,303,ok,20.2039080020,16
CVRP,304,ok,25.9170628220,15
CVRP,305,ok,29.8154532255,16
CVRP,306,ok,21.0316462039,16
CVRP,307,ok,21.9956267693,16
CVRP,308,ok,31.0926551268,16
CVRP,309,ok,26.7538887855,16
CVRP,310,ok,22.7520334520,16
CVRP,311,ok,27.5028512165,16
CVRP,312,ok,20.6646602368,15
CVRP,313,ok,23.5691866035,16
CVRP,314,ok,23.6570005958,15
CVRP,315,ok,28.7511615056,16
CVRP,316,ok,25.3097503339,16
CVRP,317,ok,23.9386360188,15
CVRP,318,ok,22.1935211434,16
CVRP,319,ok,25.3283887141,16
CVRP,320,ok,22.3737196570,16
CVRP,321,ok,20.5677640856,17
CVRP,322,ok,23.1312168767,15
CVRP,323,ok,23.4085218475,17
CVRP,324,ok,28.8063888770,16
CVRP,325,ok,26.7482201642,18
CVRP,326,ok,23.0359385742,16
CVRP,327,ok,24.8148403967,14
CVRP,328,ok,24.8097269438,17
CVRP,329,ok,28.3699686541,18
CVRP,330,ok,20.7387863353,15
CVRP,331,ok,25.3426989870,18
CVRP,332,ok,23.5569537347,16
CVRP,333,ok,26.1380061311,15
CVRP,334,ok,27.3986549870,15
CVRP,335,ok,25.2975658786,14
CVRP,336,ok,28.6146751129,16
CVRP,337,ok,23.1589035719,17
CVRP,338,ok,27.0672645120,16
CVRP,339,ok,26.4699138853,15
CVRP,340,ok,24.6422191073,17
CVRP,341,ok,28.0911090983,17
CVRP,342,ok,26.2506132167,15
CVRP,343,ok,23.1132778715,16
CVRP,344,ok,27.3607866598,15
CVRP,345,ok,27.0638967717,15
CVRP,346,ok,27.3071555048,15
CVRP,347,ok,22.4816127237,15
CVRP,348,ok,24.8926351541,16
CVRP,349,ok,22.5800374042,16
CVRP,350,ok,22.4701993327,16
CVRP,351,ok,25.2049088550,17
CVRP,352,ok,23.0452174734,16
CVRP,353,ok,24.4689558397,16
CVRP,354,ok,20.8415708299,17
CVRP,355,ok,22.3675941820,15
CVRP,356,ok,25.8005230200,16
CVRP,357,ok,19.9770504035,17
CVRP,358,ok,27.9711537630,16
CVRP,359,ok,21.3078220149,16
CVRP,360,ok,20.6151615017,16
CVRP,361,ok,26.0789633856,15
CVRP,362,ok,24.9639187362,16
CVRP,363,ok,23.8587465936,15
CVRP,364,ok,25.8206217905,16
CVRP,365,ok,24.1038770964,15
CVRP,366,ok,24.3390648076,16
CVRP,367,ok,21.1543818000,16
CVRP,368,ok,24.2266024313,16
CVRP,369,ok,27.4140501495,16
CVRP,370,ok,21.5410025262,16
CVRP,371,ok,20.8713660169,16
CVRP,372,ok,22.2914223528,15
CVRP,373,ok,24.5252934490,16
CVRP,374,ok,23.1136630990,16
CVRP,375,ok,25.5702047930,15
CVRP,376,ok,22.0187243031,17
CVRP,377,ok,26.9017106576,16
CVRP,378,ok,22.4368093251,16
CVRP,379,ok,21.1969483932,16
CVRP,380,ok,19.6604775358,15
CVRP,381,ok,23.9593113819,16
CVRP,382,ok,21.9138321755,15
CVRP,383,ok,24.4755497405,17
CVRP,384,ok,23.7748403229,16
CVRP,385,ok,22.5365730014,15
CVRP,386,ok,23.9246450142,16
CVRP,387,ok,24.2273732003,17
CVRP,388,ok,23.0620449490,16
CVRP,389,ok,25.9028826890,15
CVRP,390,ok,20.5273862346,15
CVRP,391,ok,21.2633825584,17
CVRP,392,ok,23.1818686084,15
CVRP,393,ok,24.7228500737,16
CVRP,394,ok,28.0529312904,15
CVRP,395,ok,20.1110288961,16
CVRP,396,ok,23.8318533875,17
CVRP,397,ok,25.3000750683,16
CVRP,398,ok,28.4967855113,16
CVRP,399,ok,25.1486150416,16
CVRP,400,ok,24.7847971442,17
CVRP,401,ok,20.8535433212,15
CVRP,402,ok,30.1004070812,16
CVRP,403,ok,21.4899009306,15
CVRP,404,ok,24.7814955547,15
CVRP,405,ok,22.2506307529,17
CVRP,406,ok,20.5726328269,16
CVRP,407,ok,24.3808214623,16
CVRP,408,ok,23.7434714687,16
CVRP,409,ok,26.2588513037,16
CVRP,410,ok,22.5008010110,15
CVRP,411,ok,24.7451776896,16
CVRP,412,ok,27.2925916461,17
CVRP,413,ok,26.8568487559,15
CVRP,414,ok,24.6194907325,15
CVRP,415,ok,23.4197711050,15
CVRP,416,ok,23.8042631802,16
CVRP,417,ok,23.5557533502,15
CVRP,418,ok,27.7330487388,16
CVRP,419,ok,23.2173213846,17
CVRP,420,ok,22.1786327212,16
CVRP,421,ok,23.9821055053,17
CVRP,422,ok,24.5280146823,15
CVRP,423,ok,27.1334766180,16
CVRP,424,ok,22.5564466665,15
CVRP,425,ok,19.5250822059,15
CVRP,426,ok,30.0899522784,15
CVRP,427,ok,29.9659807262,17
CVRP,428,ok,21.3459841222,15
CVRP,429,ok,27.6237727981,14
CVRP,430,ok,27.4701950592,16
CVRP,431,ok,24.6152496401,15
CVRP,432,ok,25.1559408438,16
CVRP,433,ok,22.1422847984,16
CVRP,434,ok,21.6566137287,16
CVRP,435,ok,27.7987516057,15
CVRP,436,ok,24.2664364988,17
CVRP,437,ok,21.9098886266,16
CVRP,438,ok,26.7923494839,16
CVRP,439,ok,24.8170549251,16
CVRP,440,ok,22.9931632090,17
CVRP,441,ok,25.1137822360,16
CVRP,442,ok,30.7071528873,16
CVRP,443,ok,24.4022462200,16
CVRP,444,ok,28.7005136207,15
CVRP,445,ok,23.8190520234,15
CVRP,446,ok,24.3161407585,15
CVRP,447,ok,25.9884194538,15
CVRP,448,ok,23.8836967783,16
CVRP,449,ok,24.6334703785,16
CVRP,450,ok,21.4036458263,16
CVRP,451,ok,25.0673230798,16
CVRP,452,ok,22.2886344840,15
CVRP,453,ok,22.3576369593,16
CVRP,454,ok,27.6747265140,16
CVRP,455,ok,27.3407491052,16
CVRP,456,ok,25.0172815836,16
CVRP,457,ok,26.8526674770,15
CVRP,458,ok,23.1127818239,15
CVRP,459,ok,19.8890097794,16
CVRP,460,ok,20.5210890301,17
CVRP,461,ok,23.2996673711,15
CVRP,462,ok,22.3947579642,17
CVRP,463,ok,33.1106500901,16
CVRP,464,ok,24.7630113764,16
CVRP,465,ok,23.0861447044,15
CVRP,466,ok,24.2062741437,16
CVRP,467,ok,21.2707546264,16
CVRP,468,ok,31.8985181057,15
CVRP,469,ok,21.6507267697,18
CVRP,470,ok,25.0779499362,15
CVRP,471,ok,21.9850565737,16
CVRP,472,ok,26.8677549825,17
CVRP,473,ok,23.1879251398,15
CVRP,474,ok,21.3483309711,16
CVRP,475,ok,27.6690482344,17
CVRP,476,ok,21.5066918567,15
CVRP,477,ok,21.2002804638,17
CVRP,478,ok,24.0836599662,16
CVRP,479,ok,21.8672218411,15
CVRP,480,ok,23.6027354101,15
CVRP,481,ok,24.8578919093,16
CVRP,482,ok,24.8047341550,16
CVRP,483,ok,24.0574026282,16
CVRP,484,ok,24.7491308433,15
CVRP,485,ok,22.0855913488,16
CVRP,486,ok,26.3839616827,15
CVRP,487,ok,21.6587348772,16
CVRP,488,ok,26.1767835547,15
CVRP,489,ok,26.2335613089,16
CVRP,490,ok,25.9089391312,16
CVRP,491,ok,23.7461760217,16
CVRP,492,ok,23.8869850821,16
CVRP,493,ok,23.7462765994,16
CVRP,494,ok,23.6164117223,14
CVRP,495,ok,26.2785525393,16
CVRP,496,ok,26.3812258076,16
CVRP,497,ok,21.0377866063,16
CVRP,498,ok,25.1481210164,16
CVRP,499,ok,23.4189164630,17
CVRP,500,ok,25.1762379146,15
CVRP,501,ok,28.2186262396,15
CVRP,502,ok,24.2455869888,16
CVRP,503,ok,19.3673576400,16
CVRP,504,ok,25.6607196084,17
CVRP,505,ok,22.3054511476,17
CVRP,506,ok,25.9014301903,15
CVRP,507,ok,23.7631987937,17
CVRP,508,ok,21.8593995485,16
CVRP,509,ok,20.5837132741,16
CVRP,510,ok,21.0160573420,16
CVRP,511,ok,20.3780665426,16
CVRP,512,ok,26.3265281364,15
CVRP,513,ok,23.3833612174,16
CVRP,514,ok,26.6692241424,16
CVRP,515,ok,20.6774012513,16
CVRP,516,ok,20.2402418314,15
CVRP,517,ok,19.1166037440,15
CVRP,518,ok,29.2251170549,15
CVRP,519,ok,24.3673376747,15
CVRP,520,ok,25.5854742063,17
CVRP,521,ok,27.1502262326,15
CVRP,522,ok,26.1852000647,16
CVRP,523,ok,23.1123581845,16
CVRP,524,ok,20.1475806944,15
CVRP,525,ok,28.2809347843,16
CVRP,526,ok,26.3933344425,17
CVRP,527,ok,23.3850862716,15
CVRP,528,ok,24.8625106173,14
CVRP,529,ok,22.1355609275,15
CVRP,530,ok,25.1005310719,16
CVRP,531,ok,30.7437030160,15
CVRP,532,ok,23.2520688427,16
CVRP,533,ok,26.0903024787,16
CVRP,534,ok,20.9224905623,17
CVRP,535,ok,21.9743009778,16
CVRP,536,ok,23.3081034624,16
CVRP,537,ok,25.3305072359,16
CVRP,538,ok,21.6042295310,15
CVRP,539,ok,29.0606185430,16
CVRP,540,ok,21.8454054690,15
CVRP,541,ok,30.6397160542,16
CVRP,542,ok,23.3926991261,15
CVRP,543,ok,27.2786141862,15
CVRP,544,ok,20.2153190806,16
CVRP,545,ok,23.6179841888,16
CVRP,546,ok,26.8500813518,17
CVRP,547,ok,22.4966804527,15
CVRP,548,ok,20.4947316216,16
CVRP,549,ok,26.2835434309,15
CVRP,550,ok,21.6514019257,16
CVRP,551,ok,27.2291162412,15
CVRP,552,ok,23.9828608379,16
CVRP,553,ok,19.9515888682,16
CVRP,554,ok,22.0230008481,17
CVRP,555,ok,23.4382861162,15
CVRP,556,ok,27.5125378970,16
CVRP,557,ok,25.9174690321,14
CVRP,558,ok,22.1662781842,15
CVRP,559,ok,26.9958459979,17
CVRP,560,ok,24.8375977014,15
CVRP,561,ok,25.2527554749,15
CVRP,562,ok,27.2780067610,16
CVRP,563,ok,25.1080787349,15
CVRP,564,ok,25.7908953923,16
CVRP,565,ok,28.3411718402,16
CVRP,566,ok,25.5839081888,15
CVRP,567,ok,19.8837503265,16
CVRP,568,ok,25.5996883019,16
CVRP,569,ok,25.8573592356,16
CVRP,570,ok,27.8194454802,16
CVRP,571,ok,25.5201655710,16
CVRP,572,ok,23.8986426339,15
CVRP,573,ok,25.7731340374,16
CVRP,574,ok,21.5189426085,16
CVRP,575,ok,26.6757063461,17
CVRP,576,ok,20.1672896529,17
CVRP,577,ok,21.4268174038,15
CVRP,578,ok,28.2382262706,15
CVRP,579,ok,28.5947028620,16
CVRP,580,ok,23.5470175272,15
CVRP,581,ok,27.1571665862,16
CVRP,582,ok,25.7177250821,16
CVRP,583,ok,23.7384638481,18
CVRP,584,ok,22.5742185808,15
CVRP,585,ok,21.3451250543,15
CVRP,586,ok,24.8323401012,17
CVRP,587,ok,26.8237846046,16
CVRP,588,ok,22.4147142219,17
CVRP,589,ok,25.2116949799,15
CVRP,590,ok,25.7149870011,15
CVRP,591,ok,22.1153088215,16
CVRP,592,ok,24.2671733332,17
CVRP,593,ok,22.9035492080,16
CVRP,594,ok,26.9185563681,16
CVRP,595,ok,19.3076031030,16
CVRP,596,ok,24.0275418124,16
CVRP,597,ok,23.6251938522,16
CVRP,598,ok,29.0545299049,15
CVRP,599,ok,23.0374910536,16
CVRP,600,ok,19.9158453440,16
CVRP,601,ok,21.5681872368,16
CVRP,602,ok,22.3373856702,15
CVRP,603,ok,26.6171618206,15
CVRP,604,ok,21.1117205429,16
CVRP,605,ok,24.8876669719,15
CVRP,606,ok,24.2795210714,16
CVRP,607,ok,24.7288922191,16
CVRP,608,ok,25.1828909055,15
CVRP,609,ok,21.9049701711,16
CVRP,610,ok,27.4836851937,16
CVRP,611,ok,27.1275274644,16
CVRP,612,ok,25.9802694858,16
CVRP,613,ok,31.0768323571,15
CVRP,614,ok,21.9349033126,17
CVRP,615,ok,20.8216391544,14
CVRP,616,ok,21.1463369695,16
CVRP,617,ok,26.3882612453,16
CVRP,618,ok,20.2907187129,15
CVRP,619,ok,21.9620374354,16
CVRP,620,ok,28.5191825672,16
CVRP,621,ok,25.1150927502,15
CVRP,622,ok,27.0783435946,15
CVRP,623,ok,23.9257195006,16
CVRP,624,ok,23.2235413135,16
CVRP,625,ok,25.9294973309,16
CVRP,626,ok,28.4830305142,16
CVRP,627,ok,24.6841018040,18
CVRP,628,ok,24.1231844349,16
CVRP,629,ok,21.3352232922,16
CVRP,630,ok,27.5201457205,17
CVRP,631,ok,23.7144923310,16
CVRP,632,ok,27.2006339468,17
CVRP,633,ok,27.9001907925,15
CVRP,634,ok,20.9089855154,17
CVRP,635,ok,26.9310261175,17
CVRP,636,ok,24.7548625694,17
CVRP,637,ok,24.7039534100,17
CVRP,638,ok,21.9307227485,16
CVRP,639,ok,21.8715262502,17
CVRP,640,ok,23.4123646398,16
CVRP,641,ok,28.6360539767,16
CVRP,642,ok,20.7930243865,17
CVRP,643,ok,27.7688240638,16
CVRP,644,ok,26.1356517472,16
CVRP,645,ok,20.9997380302,16
CVRP,646,ok,21.5577711660,16
CVRP,647,ok,19.8600019555,15
CVRP,648,ok,23.4622934357,15
CVRP,649,ok,20.3056071918,16
CVRP,650,ok,26.8051544557,16
CVRP,651,ok,24.8309855339,17
CVRP,652,ok,21.6582231385,15
CVRP,653,ok,24.6634494299,15
CVRP,654,ok,23.3391724093,17
CVRP,655,ok,26.3009420038,15
CVRP,656,ok,25.0094297534,16
CVRP,657,ok,23.5157555354,15
CVRP,658,ok,22.9618575318,16
CVRP,659,ok,20.4610022143,15
CVRP,660,ok,28.4737255787,16
CVRP,661,ok,26.9445516305,15
CVRP,662,ok,26.7812135772,15
CVRP,663,ok,21.0007751628,16
CVRP,664,ok,27.2958967884,16
CVRP,665,ok,23.2149612680,16
CVRP,666,ok,25.7480996255,15
CVRP,667,ok,22.5245620781,15
CVRP,668,ok,23.8278677274,17
CVRP,669,ok,21.2997505175,17
CVRP,670,ok,26.3381859940,17
CVRP,671,ok,28.7182736459,16
CVRP,672,ok,28.3573750112,16
CVRP,673,ok,23.8708057313,16
CVRP,674,ok,21.2512255593,15
CVRP,675,ok,20.0445448837,15
CVRP,676,ok,24.8374199361,16
CVRP,677,ok,26.0974576644,16
CVRP,678,ok,26.3071380664,16
CVRP,679,ok,26.8186183247,16
CVRP,680,ok,23.9754041405,16
CVRP,681,ok,23.4515045442,16
CVRP,682,ok,26.9053481812,14
CVRP,683,ok,21.5683292466,16
CVRP,684,ok,27.1049785098,16
CVRP,685,ok,26.1571915624,16
CVRP,686,ok,24.7350780707,17
CVRP,687,ok,24.7214133417,16
CVRP,688,ok,23.2033211560,17
CVRP,689,ok,25.0506034988,16
CVRP,690,ok,22.0864666885,15
CVRP,691,ok,28.8170537821,16
CVRP,692,ok,27.7186561720,15
CVRP,693,ok,25.3884259486,16
CVRP,694,ok,22.4671451896,17
CVRP,695,ok,22.0611206721,17
CVRP,696,ok,24.3965730806,17
CVRP,697,ok,26.7578540831,16
CVRP,698,ok,24.7929429864,16
CVRP,699,ok,20.5730834802,16
CVRP,700,ok,23.5167499379,16
CVRP,701,ok,28.0475872101,16
CVRP,702,ok,27.2833869691,17
CVRP,703,ok,22.9527814060,17
CVRP,704,ok,22.9896532764,16
CVRP,705,ok,28.4894478880,15
CVRP,706,ok,23.4539763558,16
CVRP,707,ok,26.2089221921,15
CVRP,708,ok,23.4389249359,17
CVRP,709,ok,22.0860461175,15
CVRP,710,ok,25.9490072659,17
CVRP,711,ok,23.8789468028,18
CVRP,712,ok,19.5242899766,16
CVRP,713,ok,20.9431648847,15
CVRP,714,ok,29.3763266737,17
CVRP,715,ok,23.5263581460,16
CVRP,716,ok,21.3548161454,17
CVRP,717,ok,25.2576964240,15
CVRP,718,ok,28.0418316280,16
CVRP,719,ok,20.9941956500,16
CVRP,720,ok,29.9938858848,15
CVRP,721,ok,25.8367343876,17
CVRP,722,ok,26.2117848917,16
CVRP,723,ok,21.4640602726,16
CVRP,724,ok,31.9726578205,17
CVRP,725,ok,22.7525321898,17
CVRP,726,ok,23.8653272734,16
CVRP,727,ok,25.4158307689,16
CVRP,728,ok,25.8145488779,17
CVRP,729,ok,20.3625919412,15
CVRP,730,ok,25.8966382192,16
CVRP,731,ok,22.7591874451,16
CVRP,732,ok,23.4826211295,16
CVRP,733,ok,23.1395297733,15
CVRP,734,ok,26.1058328449,15
