problem_size,problem,instance,status,no_aug_cost,cost
200,CVRP,112,ok,24.5842704773,24.3599929810
200,CVRP,113,ok,18.8415794373,18.5623607635
200,CVRP,114,ok,24.6561508179,24.5153636932
200,CVRP,115,ok,18.9294776917,18.8015670776
200,CVRP,116,ok,23.9737319946,23.9690933228
200,CVRP,117,ok,24.1210803986,23.9705543518
200,CVRP,118,ok,20.2755393982,20.0450096130
200,CVRP,119,ok,23.0273017883,22.6078338623
200,CVRP,120,ok,23.2395706177,23.2395706177
200,CVRP,121,ok,23.2028388977,22.8791179657
200,CVRP,122,ok,27.1863937378,27.0208168030
200,CVRP,123,ok,29.0993766785,28.6615982056
200,CVRP,124,ok,21.9749412537,21.8730239868
200,CVRP,125,ok,19.8560905457,19.7154426575
200,CVRP,126,ok,20.2110919952,20.1758384705
200,CVRP,127,ok,23.9462013245,23.8733081818
200,CVRP,128,ok,20.4862213135,20.1453227997
200,CVRP,129,ok,21.6602001190,21.4047050476
200,CVRP,130,ok,18.7209434509,18.6987018585
200,CVRP,131,ok,19.9163722992,19.6084098816
200,CVRP,132,ok,25.4735660553,24.7810821533
200,CVRP,133,ok,20.7441520691,20.4197883606
200,CVRP,134,ok,21.8413219452,21.5342292786
200,CVRP,135,ok,22.0871047974,22.0765361786
200,CVRP,136,ok,26.3661880493,26.1911506653
200,CVRP,137,ok,19.2403526306,19.0116004944
200,CVRP,138,ok,19.5463161469,19.3430080414
200,CVRP,139,ok,20.1463775635,20.0257129669
200,CVRP,140,ok,22.4259624481,22.0826416016
200,CVRP,141,ok,23.9008064270,23.7477340698
200,CVRP,142,ok,23.2305870056,23.0857315063
200,CVRP,143,ok,23.4275608063,23.2465133667
200,CVRP,144,ok,25.6920356750,25.1657752991
200,CVRP,145,ok,20.2874450684,20.0490303040
200,CVRP,146,ok,23.7799167633,23.3572978973
200,CVRP,147,ok,19.1484718323,19.1484718323
200,CVRP,148,ok,19.1327552795,18.9187831879
200,CVRP,149,ok,24.9429664612,24.9429664612
200,CVRP,150,ok,19.7517185211,19.6616687775
200,CVRP,151,ok,23.3019943237,23.1044082642
200,CVRP,152,ok,22.6833190918,22.5901298523
200,CVRP,153,ok,25.9498176575,25.6272926331
200,CVRP,154,ok,26.1128368378,26.1128368378
200,CVRP,155,ok,21.8929615021,21.6869926453
200,CVRP,156,ok,26.2849502563,26.0289249420
200,CVRP,157,ok,18.4617023468,18.3855571747
200,CVRP,158,ok,22.3752651215,22.0056686401
200,CVRP,159,ok,22.7655372620,22.7323760986
200,CVRP,160,ok,25.3465766907,25.0890846252
200,CVRP,161,ok,22.1617813110,22.1617813110
200,CVRP,162,ok,22.5150775909,22.3219718933
200,CVRP,163,ok,23.8966407776,23.8966407776
200,CVRP,164,ok,25.2554168701,25.0280418396
200,CVRP,165,ok,23.7766227722,23.6311836243
200,CVRP,166,ok,27.3510780334,27.3510780334
200,CVRP,167,ok,27.4820518494,26.9703140259
200,CVRP,168,ok,22.3795318604,21.9183502197
200,CVRP,169,ok,24.5167160034,24.2987041473
200,CVRP,170,ok,19.1592903137,18.7492771149
200,CVRP,171,ok,24.1751327515,23.9046001434
200,CVRP,172,ok,24.3297386169,24.2904567719
200,CVRP,173,ok,18.5582752228,18.5083503723
200,CVRP,174,ok,20.7591838837,20.5696697235
200,CVRP,175,ok,22.8677425385,22.6810302734
200,CVRP,176,ok,25.0570259094,24.7087574005
200,CVRP,177,ok,25.9497070312,25.4172077179
200,CVRP,178,ok,20.5953178406,20.4374084473
200,CVRP,179,ok,25.6739578247,25.6739578247
200,CVRP,180,ok,23.5076007843,23.4569664001
200,CVRP,181,ok,21.7707557678,21.7707557678
200,CVRP,182,ok,21.9328174591,21.5190200806
200,CVRP,183,ok,24.0251255035,23.6840362549
200,CVRP,184,ok,21.1589031219,20.8121109009
200,CVRP,185,ok,22.9902820587,22.9902820587
200,CVRP,186,ok,22.6297798157,22.3741264343
200,CVRP,187,ok,18.9911289215,18.7899799347
200,CVRP,188,ok,24.7934074402,24.4927749634
200,CVRP,189,ok,23.5505638123,23.1459903717
200,CVRP,190,ok,24.9795036316,24.9097328186
200,CVRP,191,ok,26.9633789062,26.9569206238
200,CVRP,192,ok,25.5914916992,25.4949264526
200,CVRP,193,ok,23.2973728180,23.1308708191
200,CVRP,194,ok,19.5728397369,19.5728397369
200,CVRP,195,ok,22.7537746429,22.7230281830
200,CVRP,196,ok,22.2806358337,22.0289745331
200,CVRP,197,ok,22.9318485260,22.7207050323
200,CVRP,198,ok,22.2460994720,22.2303791046
200,CVRP,199,ok,25.5131378174,25.3528366089
200,CVRP,200,ok,22.8137817383,22.5249919891
200,CVRP,201,ok,25.1830139160,24.8908309937
200,CVRP,202,ok,19.9216594696,19.7261581421
200,CVRP,203,ok,24.6106719971,24.2700805664
200,CVRP,204,ok,27.0456657410,26.8451881409
200,CVRP,205,ok,25.9031295776,25.7642326355
200,CVRP,206,ok,23.5274391174,23.3368835449
200,CVRP,207,ok,26.5111083984,26.2218799591
200,CVRP,208,ok,22.0232200623,21.5417118073
200,CVRP,209,ok,28.4386062622,27.7575645447
200,CVRP,210,ok,19.2277011871,19.0471229553
200,CVRP,211,ok,20.1261863708,19.9750175476
200,CVRP,212,ok,19.6636848450,19.3260860443
200,CVRP,213,ok,21.6194152832,21.0517272949
200,CVRP,214,ok,25.0479202271,24.8862304688
200,CVRP,215,ok,20.2454833984,19.9756240845
200,CVRP,216,ok,21.2621688843,21.1751747131
200,CVRP,217,ok,23.4157295227,23.4157295227
200,CVRP,218,ok,22.7871437073,22.7696876526
200,CVRP,219,ok,19.4262046814,19.4262046814
200,CVRP,220,ok,23.2694034576,22.9181594849
200,CVRP,221,ok,23.9406890869,23.6695060730
200,CVRP,222,ok,18.9164772034,18.5421638489
200,CVRP,223,ok,24.9288825989,24.7254676819
200,CVRP,224,ok,26.8467426300,26.4334068298
200,CVRP,225,ok,26.6539516449,26.6539516449
200,CVRP,226,ok,23.3228931427,23.2850151062
200,CVRP,227,ok,19.9737453461,19.8749313354
200,CVRP,228,ok,21.2974491119,20.7673416138
200,CVRP,229,ok,22.3886585236,22.3886585236
200,CVRP,230,ok,24.0940017700,23.9750614166
200,CVRP,231,ok,22.6617889404,22.1394882202
200,CVRP,232,ok,22.7162265778,22.6388435364
200,CVRP,233,ok,22.7287006378,22.3406467438
200,CVRP,234,ok,27.7781467438,27.4728984833
200,CVRP,235,ok,25.2195472717,24.8468132019
200,CVRP,236,ok,24.5251216888,24.3940143585
200,CVRP,237,ok,18.9864768982,18.9864768982
200,CVRP,238,ok,26.4468421936,26.2665042877
200,CVRP,239,ok,23.0393428802,22.5984001160
200,CVRP,240,ok,24.5216865540,24.4924888611
200,CVRP,241,ok,18.9638729095,18.8784656525
200,CVRP,242,ok,21.0342178345,20.5713253021
200,CVRP,243,ok,23.0427951813,22.8175449371
200,CVRP,244,ok,25.8773880005,25.5410099030
200,CVRP,245,ok,20.2443885803,20.1963062286
200,CVRP,246,ok,24.9432773590,24.9355545044
200,CVRP,247,ok,21.8437538147,21.6604003906
200,CVRP,248,ok,22.9007186890,22.5636596680
200,CVRP,249,ok,23.5502262115,23.3154029846
200,CVRP,250,ok,23.6210517883,23.2795314789
200,CVRP,251,ok,26.7884101868,26.7353572845
200,CVRP,252,ok,19.9752540588,19.7104797363
200,CVRP,253,ok,26.6155986786,26.6155986786
200,CVRP,254,ok,19.0599594116,18.7637252808
200,CVRP,255,ok,20.2806472778,20.0633964539
200,CVRP,256,ok,23.8038387299,23.5156860352
200,CVRP,257,ok,22.1940135956,22.1940135956
200,CVRP,258,ok,24.2048416138,24.1460037231
200,CVRP,259,ok,21.7550430298,21.5526733398
200,CVRP,260,ok,27.1658077240,27.1395244598
200,CVRP,261,ok,23.3175811768,22.9298095703
200,CVRP,262,ok,24.3917961121,24.2236442566
200,CVRP,263,ok,21.4981384277,21.1664905548
200,CVRP,264,ok,21.5662879944,21.3207588196
200,CVRP,265,ok,22.7469215393,22.3768692017
200,CVRP,266,ok,22.8620605469,22.5728149414
200,CVRP,267,ok,18.3277587891,18.2560424805
200,CVRP,268,ok,22.0946121216,21.7249011993
200,CVRP,269,ok,25.4600296021,24.8391609192
200,CVRP,270,ok,22.3356056213,22.1543273926
200,CVRP,271,ok,19.4482402802,19.2359313965
200,CVRP,272,ok,25.4633712769,25.4633712769
200,CVRP,273,ok,24.1146011353,23.9396533966
200,CVRP,274,ok,20.9923877716,20.8886871338
200,CVRP,275,ok,22.3270912170,21.7914619446
200,CVRP,276,ok,23.2424926758,22.9427242279
200,CVRP,277,ok,23.8641014099,23.6781730652
200,CVRP,278,ok,23.0492744446,23.0492744446
200,CVRP,279,ok,20.5629234314,20.5629234314
200,CVRP,280,ok,21.8297042847,21.7916755676
200,CVRP,281,ok,25.2347259521,24.9999446869
200,CVRP,282,ok,24.3265705109,24.1845588684
200,CVRP,283,ok,27.1449089050,26.9534225464
200,CVRP,284,ok,24.1239280701,23.9804458618
200,CVRP,285,ok,19.3804988861,19.1954059601
200,CVRP,286,ok,23.7740879059,23.4763603210
200,CVRP,287,ok,21.1048831940,20.8180198669
200,CVRP,288,ok,23.8643245697,23.6305274963
200,CVRP,289,ok,20.4072113037,20.2880401611
200,CVRP,290,ok,26.4382610321,26.1489868164
200,CVRP,291,ok,22.6309986115,22.2299461365
200,CVRP,292,ok,22.9013900757,22.6146755219
200,CVRP,293,ok,22.9430313110,22.4993610382
200,CVRP,294,ok,22.2874965668,22.2874965668
200,CVRP,295,ok,19.5546016693,19.3220863342
200,CVRP,296,ok,25.0220642090,25.0220642090
200,CVRP,297,ok,21.9896278381,21.6859111786
200,CVRP,298,ok,22.3178977966,22.2648620605
200,CVRP,299,ok,25.3335685730,25.3335685730
200,CVRP,300,ok,23.8139686584,23.4040718079
200,CVRP,301,ok,21.7831001282,21.3762931824
200,CVRP,302,ok,22.0731925964,21.9464836121
200,CVRP,303,ok,18.9010772705,18.6866722107
200,CVRP,304,ok,24.0005187988,23.9695053101
200,CVRP,305,ok,27.4186820984,27.3997726440
200,CVRP,306,ok,19.3867034912,19.3867034912
200,CVRP,307,ok,20.8330879211,20.7084922791
200,CVRP,308,ok,28.7448348999,28.5156822205
200,CVRP,309,ok,25.1884384155,24.9474029541
200,CVRP,310,ok,21.1416759491,20.6127967834
200,CVRP,311,ok,25.6222305298,25.5109615326
200,CVRP,312,ok,19.4583854675,19.2348117828
200,CVRP,313,ok,21.7300758362,21.6941070557
200,CVRP,314,ok,21.9526672363,21.8853302002
200,CVRP,315,ok,26.4339866638,26.4339866638
200,CVRP,316,ok,23.8061141968,23.6414299011
200,CVRP,317,ok,22.4934272766,22.0388374329
200,CVRP,318,ok,20.6995925903,20.5036773682
200,CVRP,319,ok,23.6303939819,23.3433036804
200,CVRP,320,ok,20.7347297668,20.6218318939
200,CVRP,321,ok,19.7864494324,19.5729904175
200,CVRP,322,ok,22.0521430969,21.7066345215
200,CVRP,323,ok,22.0703353882,21.7500324249
200,CVRP,324,ok,26.9857063293,26.8353080750
200,CVRP,325,ok,24.4285240173,24.3858413696
200,CVRP,326,ok,21.5930213928,21.3237533569
200,CVRP,327,ok,23.5150127411,23.3602104187
200,CVRP,328,ok,23.0689392090,22.8616924286
200,CVRP,329,ok,26.5363197327,26.4253215790
200,CVRP,330,ok,20.0384101868,19.5778656006
200,CVRP,331,ok,23.7138671875,23.5743598938
200,CVRP,332,ok,22.0947341919,21.7449913025
200,CVRP,333,ok,24.6734371185,24.3765220642
200,CVRP,334,ok,25.7442436218,25.5390529633
200,CVRP,335,ok,23.8213882446,23.6614151001
200,CVRP,336,ok,26.8336429596,26.5649700165
200,CVRP,337,ok,21.5926818848,21.3981418610
200,CVRP,338,ok,25.1209754944,24.9782123566
200,CVRP,339,ok,24.6786537170,24.2978706360
200,CVRP,340,ok,23.0771217346,23.0771217346
200,CVRP,341,ok,25.9166774750,25.8665485382
200,CVRP,342,ok,24.6224212646,24.3318729401
200,CVRP,343,ok,21.6782855988,21.3966407776
200,CVRP,344,ok,25.5524635315,25.3506927490
200,CVRP,345,ok,24.9624519348,24.5729484558
200,CVRP,346,ok,25.4019584656,25.1305618286
200,CVRP,347,ok,21.3365573883,21.0830936432
200,CVRP,348,ok,23.2705497742,23.2067604065
200,CVRP,349,ok,21.2065715790,20.8943080902
200,CVRP,350,ok,21.0485763550,20.8562049866
200,CVRP,351,ok,23.6615943909,23.4179496765
200,CVRP,352,ok,21.4216880798,21.2783336639
200,CVRP,353,ok,22.8190612793,22.7061767578
200,CVRP,354,ok,19.2030639648,18.9309062958
200,CVRP,355,ok,21.0472354889,20.7989006042
200,CVRP,356,ok,23.9658775330,23.9490356445
200,CVRP,357,ok,18.9178276062,18.5004386902
200,CVRP,358,ok,25.6986770630,25.5264167786
200,CVRP,359,ok,20.4337139130,20.1235313416
200,CVRP,360,ok,19.4636306763,19.2840347290
200,CVRP,361,ok,24.4659461975,24.2429275513
200,CVRP,362,ok,22.7760715485,22.7760715485
200,CVRP,363,ok,22.0098648071,22.0098648071
200,CVRP,364,ok,24.4510898590,24.1896800995
200,CVRP,365,ok,22.6680717468,22.4604740143
200,CVRP,366,ok,22.5276679993,22.5276679993
200,CVRP,367,ok,20.1506023407,19.7129707336
200,CVRP,368,ok,22.8425369263,22.5461463928
200,CVRP,369,ok,25.4315185547,25.2606620789
200,CVRP,370,ok,20.0524005890,19.9144935608
200,CVRP,371,ok,19.3925895691,19.0384254456
200,CVRP,372,ok,20.9915428162,20.9860000610
200,CVRP,373,ok,23.4416141510,23.0763587952
200,CVRP,374,ok,21.6907329559,21.5991210938
200,CVRP,375,ok,23.7856655121,23.7856655121
200,CVRP,376,ok,20.4516372681,20.4277782440
200,CVRP,377,ok,24.7851600647,24.4910202026
200,CVRP,378,ok,21.3390522003,21.0239715576
200,CVRP,379,ok,19.9757041931,19.7328414917
200,CVRP,380,ok,18.5425739288,18.3070964813
200,CVRP,381,ok,22.0297775269,21.8864192963
200,CVRP,382,ok,20.8562488556,20.5666694641
200,CVRP,383,ok,22.7008380890,22.6983737946
200,CVRP,384,ok,22.1586189270,21.9699554443
200,CVRP,385,ok,20.9002075195,20.9002075195
200,CVRP,386,ok,21.8801193237,21.8801193237
200,CVRP,387,ok,22.8527336121,22.2971229553
200,CVRP,388,ok,21.6939430237,21.6939430237
200,CVRP,389,ok,24.2622165680,24.0603790283
200,CVRP,390,ok,19.2469234467,19.1780452728
200,CVRP,391,ok,19.6645584106,19.6645584106
200,CVRP,392,ok,21.5643730164,21.2097206116
200,CVRP,393,ok,22.8273258209,22.8273258209
200,CVRP,394,ok,25.7928428650,25.7928428650
200,CVRP,395,ok,18.6473503113,18.5878906250
200,CVRP,396,ok,22.1815357208,22.0177555084
200,CVRP,397,ok,23.3181400299,23.2637214661
200,CVRP,398,ok,26.7044582367,26.2899818420
200,CVRP,399,ok,23.1802749634,23.1354141235
200,CVRP,400,ok,23.3100528717,23.1805477142
200,CVRP,401,ok,19.3069667816,19.1449527740
200,CVRP,402,ok,27.9964694977,27.7518959045
200,CVRP,403,ok,20.2282447815,20.0727100372
200,CVRP,404,ok,23.2725582123,23.0449943542
200,CVRP,405,ok,20.8817996979,20.5651950836
200,CVRP,406,ok,19.7038955688,19.2578735352
200,CVRP,407,ok,22.4583549500,22.4583549500
200,CVRP,408,ok,22.0216045380,21.8099098206
200,CVRP,409,ok,24.8391952515,24.6790199280
200,CVRP,410,ok,20.9521064758,20.9180030823
200,CVRP,411,ok,23.0554580688,22.5803794861
200,CVRP,412,ok,25.2050895691,25.1044216156
200,CVRP,413,ok,25.2988395691,25.2905082703
200,CVRP,414,ok,23.0199146271,22.8047370911
200,CVRP,415,ok,22.2990360260,21.7905025482
200,CVRP,416,ok,21.7968444824,21.7968444824
200,CVRP,417,ok,21.4220581055,21.3284893036
200,CVRP,418,ok,26.1176853180,25.8646888733
200,CVRP,419,ok,21.2425746918,21.2425746918
200,CVRP,420,ok,20.8601455688,20.6927509308
200,CVRP,421,ok,22.3064613342,22.1802825928
200,CVRP,422,ok,22.6375389099,22.6375389099
200,CVRP,423,ok,25.3119430542,24.8419151306
200,CVRP,424,ok,21.1481590271,20.8970870972
200,CVRP,425,ok,18.0603065491,17.9438152313
200,CVRP,426,ok,28.2534770966,28.0150222778
200,CVRP,427,ok,27.9125556946,27.8252334595
200,CVRP,428,ok,19.6863098145,19.6567764282
200,CVRP,429,ok,25.8854179382,25.4859619141
200,CVRP,430,ok,25.4249401093,25.1646823883
200,CVRP,431,ok,22.7928314209,22.7928314209
200,CVRP,432,ok,23.4789676666,23.2951812744
200,CVRP,433,ok,20.5137329102,20.1789360046
200,CVRP,434,ok,20.0469570160,19.8991146088
200,CVRP,435,ok,25.7642669678,25.6561851501
200,CVRP,436,ok,22.5011730194,22.4597072601
200,CVRP,437,ok,20.3268280029,20.3268280029
200,CVRP,438,ok,24.8005599976,24.7073612213
200,CVRP,439,ok,22.8227043152,22.6084499359
200,CVRP,440,ok,21.3671512604,21.1498374939
200,CVRP,441,ok,22.8009834290,22.8009834290
200,CVRP,442,ok,28.5309696198,28.5303955078
200,CVRP,443,ok,22.6161193848,22.3304939270
200,CVRP,444,ok,26.5961513519,26.5896492004
200,CVRP,445,ok,22.0059528351,22.0059528351
200,CVRP,446,ok,22.7319850922,22.5707473755
200,CVRP,447,ok,24.5086402893,24.2005729675
200,CVRP,448,ok,22.2415428162,21.9803161621
200,CVRP,449,ok,22.7985782623,22.5876770020
200,CVRP,450,ok,20.2497558594,20.0835590363
200,CVRP,451,ok,23.2727966309,23.1609764099
200,CVRP,452,ok,20.5362815857,20.5362815857
200,CVRP,453,ok,20.9100532532,20.6972026825
200,CVRP,454,ok,25.8976860046,25.8353805542
200,CVRP,455,ok,25.7604675293,25.5766258240
200,CVRP,456,ok,23.5135097504,23.3561363220
200,CVRP,457,ok,24.7695274353,24.4100799561
200,CVRP,458,ok,21.7379341125,21.5320510864
200,CVRP,459,ok,18.3635387421,18.3635387421
200,CVRP,460,ok,18.8332977295,18.7148303986
200,CVRP,461,ok,21.9332847595,21.9332847595
200,CVRP,462,ok,20.9344253540,20.9344253540
200,CVRP,463,ok,30.5684871674,30.4120578766
200,CVRP,464,ok,22.9929580688,22.6536159515
200,CVRP,465,ok,21.2386722565,21.2386722565
200,CVRP,466,ok,22.8148994446,22.6940326691
200,CVRP,467,ok,19.9288177490,19.4659233093
200,CVRP,468,ok,29.6516361237,29.4462871552
200,CVRP,469,ok,20.2812480927,19.9990386963
200,CVRP,470,ok,23.3854160309,23.0908737183
200,CVRP,471,ok,20.6935310364,20.2983093262
200,CVRP,472,ok,24.8583030701,24.5618209839
200,CVRP,473,ok,21.7584705353,21.4071350098
200,CVRP,474,ok,19.8000621796,19.6561470032
200,CVRP,475,ok,25.9639739990,25.8078689575
200,CVRP,476,ok,19.8508377075,19.8037147522
200,CVRP,477,ok,19.7797164917,19.5184593201
200,CVRP,478,ok,22.6450920105,22.4037151337
200,CVRP,479,ok,19.9283275604,19.9283275604
200,CVRP,480,ok,21.7165470123,21.4829559326
200,CVRP,481,ok,23.2233600616,22.8321933746
200,CVRP,482,ok,22.8469028473,22.7878684998
200,CVRP,483,ok,22.5489521027,22.3052978516
200,CVRP,484,ok,22.7464599609,22.7362041473
200,CVRP,485,ok,20.4884109497,20.4884109497
200,CVRP,486,ok,24.4670581818,24.2739524841
200,CVRP,487,ok,20.5888442993,20.3783435822
200,CVRP,488,ok,24.3666782379,24.2073860168
200,CVRP,489,ok,24.3239746094,24.3239746094
200,CVRP,490,ok,23.8292827606,23.8292827606
200,CVRP,491,ok,22.4144744873,22.3376274109
200,CVRP,492,ok,22.2998924255,22.0684242249
200,CVRP,493,ok,22.3095207214,22.0931472778
200,CVRP,494,ok,21.8784408569,21.8784408569
200,CVRP,495,ok,24.8339195251,24.8304424286
200,CVRP,496,ok,24.6559562683,24.2730617523
200,CVRP,497,ok,19.7346076965,19.6034698486
200,CVRP,498,ok,23.1992874146,23.1289119720
200,CVRP,499,ok,21.8222961426,21.8222961426
200,CVRP,500,ok,23.5344276428,23.2401924133
200,CVRP,501,ok,26.2162971497,25.9990882874
200,CVRP,502,ok,22.7254486084,22.7254486084
200,CVRP,503,ok,17.9026088715,17.8846702576
200,CVRP,504,ok,23.8891792297,23.6196441650
200,CVRP,505,ok,20.8123664856,20.4983501434
200,CVRP,506,ok,24.3346614838,24.1276168823
200,CVRP,507,ok,22.0360946655,21.9232521057
200,CVRP,508,ok,20.5779609680,20.4530220032
200,CVRP,509,ok,19.3323192596,19.0818004608
200,CVRP,510,ok,19.8748931885,19.7958736420
200,CVRP,511,ok,18.7118530273,18.7118530273
200,CVRP,512,ok,24.3442764282,24.0817413330
200,CVRP,513,ok,21.7287216187,21.3984184265
200,CVRP,514,ok,24.8587245941,24.6819267273
200,CVRP,515,ok,19.5077724457,19.3114242554
200,CVRP,516,ok,18.9443778992,18.7414188385
200,CVRP,517,ok,17.9482841492,17.6943073273
200,CVRP,518,ok,27.3438606262,27.0393104553
200,CVRP,519,ok,22.7008132935,22.3380775452
200,CVRP,520,ok,23.9549827576,23.8659152985
200,CVRP,521,ok,24.9468097687,24.9468097687
200,CVRP,522,ok,24.4401149750,24.2817726135
200,CVRP,523,ok,21.7690582275,21.3421401978
200,CVRP,524,ok,19.0748367310,18.8359756470
200,CVRP,525,ok,26.4872016907,26.2613525391
200,CVRP,526,ok,24.4881591797,24.4080696106
200,CVRP,527,ok,21.9272346497,21.8543930054
200,CVRP,528,ok,23.1085872650,22.9793300629
200,CVRP,529,ok,21.0000610352,20.5841484070
200,CVRP,530,ok,23.7522354126,23.2966365814
200,CVRP,531,ok,28.3152637482,28.3152637482
200,CVRP,532,ok,21.6579818726,21.3964900970
200,CVRP,533,ok,24.2643566132,23.7840728760
200,CVRP,534,ok,19.6096229553,19.2979316711
200,CVRP,535,ok,20.3984527588,20.2591018677
