problem_size,problem,instance,status,no_aug_cost,cost
50,CVRP,336,ok,10.4506855011,10.1566286087
50,CVRP,337,ok,10.9074544907,10.8328285217
50,CVRP,338,ok,11.3668260574,11.2684173584
50,CVRP,339,ok,10.1234683990,10.1019001007
50,CVRP,340,ok,10.6849632263,10.6849632263
50,CVRP,341,ok,11.7457971573,11.5411663055
50,CVRP,342,ok,10.2681570053,10.2681570053
50,CVRP,343,ok,9.3931818008,9.3618745804
50,CVRP,344,ok,10.7000684738,10.6476898193
50,CVRP,345,ok,9.6540851593,9.4945259094
50,CVRP,346,ok,10.5585956573,10.4294891357
50,CVRP,347,ok,12.4548749924,12.2767276764
50,CVRP,348,ok,9.3161573410,9.1162471771
50,CVRP,349,ok,9.9090499878,9.8903427124
50,CVRP,350,ok,11.2869853973,11.2868709564
50,CVRP,351,ok,9.5454568863,9.5454568863
50,CVRP,352,ok,10.4989805222,10.4209423065
50,CVRP,353,ok,9.7906274796,9.6842021942
50,CVRP,354,ok,11.6730232239,11.3685493469
50,CVRP,355,ok,9.9639549255,9.8820018768
50,CVRP,356,ok,12.0574560165,11.9815950394
50,CVRP,357,ok,11.5200986862,11.3924579620
50,CVRP,358,ok,11.7315254211,11.7315254211
50,CVRP,359,ok,9.5090503693,9.4022855759
50,CVRP,360,ok,8.7459411621,8.6593208313
50,CVRP,361,ok,9.2110233307,9.2110233307
50,CVRP,362,ok,14.0676612854,13.5979499817
50,CVRP,363,ok,9.8566417694,9.7878837585
50,CVRP,364,ok,11.1711692810,10.9264802933
50,CVRP,365,ok,11.5690193176,11.5690183640
50,CVRP,366,ok,10.4906282425,10.2430610657
50,CVRP,367,ok,9.3028697968,9.3028697968
50,CVRP,368,ok,10.9163446426,10.8678340912
50,CVRP,369,ok,8.5607490540,8.5318784714
50,CVRP,370,ok,9.3800516129,9.3532276154
50,CVRP,371,ok,11.8466491699,11.6956119537
50,CVRP,372,ok,9.4581336975,9.2768888474
50,CVRP,373,ok,9.8802194595,9.7413158417
50,CVRP,374,ok,12.0435609818,11.9082813263
50,CVRP,375,ok,10.5076189041,10.3999824524
50,CVRP,376,ok,11.9273424149,11.6973628998
50,CVRP,377,ok,10.1058397293,9.8534278870
50,CVRP,378,ok,12.9760589600,12.9146280289
50,CVRP,379,ok,9.1808109283,8.9330797195
50,CVRP,380,ok,10.5783863068,10.5046958923
50,CVRP,381,ok,11.6057910919,11.5057621002
50,CVRP,382,ok,9.5442895889,9.3171901703
50,CVRP,383,ok,10.2589092255,10.2508840561
50,CVRP,384,ok,9.5253582001,9.4923019409
50,CVRP,385,ok,11.4578876495,11.4578876495
50,CVRP,386,ok,10.8936061859,10.8763961792
50,CVRP,387,ok,8.2311515808,8.1393156052
50,CVRP,388,ok,9.7347764969,9.6524009705
50,CVRP,389,ok,10.0222129822,10.0222129822
50,CVRP,390,ok,8.9652576447,8.8795566559
50,CVRP,391,ok,12.4281129837,12.0948953629
50,CVRP,392,ok,12.5223302841,12.5223302841
50,CVRP,393,ok,9.6229743958,9.6229743958
50,CVRP,394,ok,10.6747436523,10.6747436523
50,CVRP,395,ok,10.5531044006,10.4104690552
50,CVRP,396,ok,9.0413951874,8.9738960266
50,CVRP,397,ok,9.6247653961,9.5669651031
50,CVRP,398,ok,11.4150123596,11.3107662201
50,CVRP,399,ok,10.7917289734,10.7427110672
50,CVRP,400,ok,11.8217449188,11.7871723175
50,CVRP,401,ok,9.5156946182,9.4768552780
50,CVRP,402,ok,9.5706100464,9.2832298279
50,CVRP,403,ok,10.4787063599,10.4251117706
50,CVRP,404,ok,9.1954841614,9.0588731766
50,CVRP,405,ok,11.4738903046,11.3893041611
50,CVRP,406,ok,9.9360027313,9.8644104004
50,CVRP,407,ok,11.0765438080,11.0765438080
50,CVRP,408,ok,12.7099208832,12.6770114899
50,CVRP,409,ok,9.6037311554,9.5894441605
50,CVRP,410,ok,10.5760946274,10.2320518494
50,CVRP,411,ok,9.4680347443,9.4591255188
50,CVRP,412,ok,9.8143157959,9.7754364014
50,CVRP,413,ok,9.0252456665,8.9751386642
50,CVRP,414,ok,13.0563545227,12.9371128082
50,CVRP,415,ok,9.4751558304,9.4234619141
50,CVRP,416,ok,10.6150588989,10.5047245026
50,CVRP,417,ok,9.2182788849,8.9793863297
50,CVRP,418,ok,10.9895143509,10.9895143509
50,CVRP,419,ok,10.2455043793,10.2358760834
50,CVRP,420,ok,9.3195419312,9.2008275986
50,CVRP,421,ok,12.8504037857,12.4976434708
50,CVRP,422,ok,11.5807504654,11.4742031097
50,CVRP,423,ok,9.9941778183,9.6629505157
50,CVRP,424,ok,11.3579540253,11.2205314636
50,CVRP,425,ok,8.6438007355,8.5201816559
50,CVRP,426,ok,9.4722652435,9.3807525635
50,CVRP,427,ok,12.0387134552,11.8285140991
50,CVRP,428,ok,9.6288604736,9.4749345779
50,CVRP,429,ok,9.9265136719,9.7371711731
50,CVRP,430,ok,11.4790048599,11.3351182938
50,CVRP,431,ok,9.7147998810,9.6478118896
50,CVRP,432,ok,10.3921203613,10.2176895142
50,CVRP,433,ok,11.2442417145,11.1609392166
50,CVRP,434,ok,10.0373010635,9.9519233704
50,CVRP,435,ok,11.4765024185,11.3661556244
50,CVRP,436,ok,10.6181507111,10.5064353943
50,CVRP,437,ok,10.8320732117,10.5681877136
50,CVRP,438,ok,9.0765018463,9.0543575287
50,CVRP,439,ok,11.5447044373,11.5447044373
50,CVRP,440,ok,11.2104578018,11.2104578018
50,CVRP,441,ok,12.9455423355,12.8114309311
50,CVRP,442,ok,11.5570831299,11.5057792664
50,CVRP,443,ok,9.7418823242,9.6236019135
50,CVRP,444,ok,10.3369741440,10.3334693909
50,CVRP,445,ok,11.3044509888,11.3044509888
50,CVRP,446,ok,10.7149829865,10.6360874176
50,CVRP,447,ok,10.9020309448,10.8538551331
50,CVRP,448,ok,10.6620616913,10.6466236115
50,CVRP,449,ok,11.5520820618,11.2498617172
50,CVRP,450,ok,11.3467311859,11.2347583771
50,CVRP,451,ok,9.4000301361,9.4000301361
50,CVRP,452,ok,10.7934150696,10.7905244827
50,CVRP,453,ok,10.9362173080,10.9185028076
50,CVRP,454,ok,10.2746086121,10.1961269379
50,CVRP,455,ok,10.5059041977,10.2262573242
50,CVRP,456,ok,12.1588401794,12.0819244385
50,CVRP,457,ok,9.1684551239,9.1324167252
50,CVRP,458,ok,10.5794019699,10.5696182251
50,CVRP,459,ok,10.7349128723,10.7349128723
50,CVRP,460,ok,11.0112028122,10.8546810150
50,CVRP,461,ok,11.8249969482,11.8249969482
50,CVRP,462,ok,9.1852169037,9.1852169037
50,CVRP,463,ok,9.6280956268,9.5338478088
50,CVRP,464,ok,11.1871194839,11.1030578613
50,CVRP,465,ok,9.0139141083,8.8170700073
50,CVRP,466,ok,9.7253284454,9.5963649750
50,CVRP,467,ok,10.1052646637,10.1034755707
50,CVRP,468,ok,8.9778938293,8.8265495300
50,CVRP,469,ok,9.8783588409,9.8517827988
50,CVRP,470,ok,11.2202644348,10.8892192841
50,CVRP,471,ok,9.0409793854,9.0045642853
50,CVRP,472,ok,10.9778900146,10.9778900146
50,CVRP,473,ok,9.8772268295,9.7785959244
50,CVRP,474,ok,10.0945215225,10.0565185547
50,CVRP,475,ok,8.5372056961,8.4395637512
50,CVRP,476,ok,9.6453943253,9.5520124435
50,CVRP,477,ok,9.8881578445,9.6828603745
50,CVRP,478,ok,10.9808654785,10.9411792755
50,CVRP,479,ok,10.7129344940,10.7099418640
50,CVRP,480,ok,10.0897388458,9.9000930786
50,CVRP,481,ok,9.8013315201,9.7172183990
50,CVRP,482,ok,10.5437412262,10.4936294556
50,CVRP,483,ok,13.5761241913,13.4315872192
50,CVRP,484,ok,10.3211917877,10.3185062408
50,CVRP,485,ok,10.8232517242,10.5375080109
50,CVRP,486,ok,8.9474201202,8.8182258606
50,CVRP,487,ok,10.1179161072,10.0126113892
50,CVRP,488,ok,8.7727432251,8.7431926727
50,CVRP,489,ok,12.6704359055,12.5794448853
50,CVRP,490,ok,11.0005149841,10.8473577499
50,CVRP,491,ok,12.1820030212,12.1777124405
50,CVRP,492,ok,9.7709798813,9.7123107910
50,CVRP,493,ok,9.4651145935,9.4425506592
50,CVRP,494,ok,11.7299709320,11.7161407471
50,CVRP,495,ok,9.9347095490,9.7368783951
50,CVRP,496,ok,9.7860841751,9.7860841751
50,CVRP,497,ok,9.2525548935,9.1999950409
50,CVRP,498,ok,11.0933599472,10.9705991745
50,CVRP,499,ok,10.8311080933,10.8137769699
50,CVRP,500,ok,10.1034164429,10.1034164429
50,CVRP,501,ok,10.0169086456,9.9532060623
50,CVRP,502,ok,10.3642015457,10.3364849091
50,CVRP,503,ok,9.6440696716,9.6440696716
50,CVRP,504,ok,9.3050079346,9.3050079346
50,CVRP,505,ok,9.2232036591,9.2232036591
50,CVRP,506,ok,11.9220361710,11.8013381958
50,CVRP,507,ok,9.0500144958,9.0251264572
50,CVRP,508,ok,13.9433107376,13.7937879562
50,CVRP,509,ok,9.7145042419,9.4803295135
50,CVRP,510,ok,9.8505392075,9.8280963898
50,CVRP,511,ok,9.8557624817,9.8557624817
50,CVRP,512,ok,11.1886920929,10.9786338806
50,CVRP,513,ok,9.8246889114,9.7561016083
50,CVRP,514,ok,8.5640783310,8.4984703064
50,CVRP,515,ok,11.7082138062,11.5314760208
50,CVRP,516,ok,9.7762641907,9.7505378723
50,CVRP,517,ok,11.5110588074,11.2929439545
50,CVRP,518,ok,10.4453668594,10.4216518402
50,CVRP,519,ok,10.3354873657,10.3268575668
50,CVRP,520,ok,11.7822647095,11.6897735596
50,CVRP,521,ok,9.4850378036,9.2826414108
50,CVRP,522,ok,9.0784854889,8.9927473068
50,CVRP,523,ok,10.5320758820,10.5048122406
50,CVRP,524,ok,9.9182672501,9.7455062866
50,CVRP,525,ok,11.6384696960,11.5517272949
50,CVRP,526,ok,9.1021194458,9.0182142258
50,CVRP,527,ok,11.2018451691,11.1387863159
50,CVRP,528,ok,9.7938861847,9.5973472595
50,CVRP,529,ok,12.3448734283,12.3271284103
50,CVRP,530,ok,9.9365997314,9.7996530533
50,CVRP,531,ok,10.2526893616,10.2526893616
50,CVRP,532,ok,9.8718967438,9.6797084808
50,CVRP,533,ok,10.3977251053,10.3977251053
50,CVRP,534,ok,10.0057868958,9.8258314133
50,CVRP,535,ok,9.2170753479,9.0612411499
